-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  48.2083   Longitude 16.3731 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 372.75 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,QV2M,RH2M,PRECTOTCORR
2018,2,15,97.67,3.04,4.26,0.48,3.77,4.87,7.03,0.46,6.57,2.75,86.62,0.09
2018,2,16,97.91,2.8,5.06,1.26,3.8,4.3,6.78,1.76,5.02,3.6,91.56,2.05
2018,2,17,97.75,3.66,6.11,0.43,5.68,4.72,7.7,0.61,7.09,3.54,95.44,2.99
2018,2,18,97.96,3.62,5.22,2.25,2.97,5.4,6.9,4.08,2.82,3.11,90.94,2.14
2018,2,19,97.69,2.18,3.86,0.23,3.62,3.24,4.73,0.26,4.48,2.75,88.56,0.36
2018,2,20,97.01,2.95,3.99,1.78,2.21,4.11,5.06,2.88,2.18,3.05,93.69,8.57
2018,2,21,97.18,4.81,5.59,3.2,2.38,6.63,7.58,5.06,2.52,2.81,92.19,2.68
2018,2,22,97.23,3.42,4.24,2.4,1.84,5.01,6.17,3.91,2.26,2.69,92.06,2.48
2018,2,23,97.34,3.08,4.17,2.41,1.76,4.65,6.98,2.99,3.98,2.56,92.75,1.33
2018,2,24,97.63,5.52,7.2,3.95,3.25,7.82,9.38,6.3,3.07,1.89,87.06,0.2
2018,2,25,97.87,4.81,5.55,4.24,1.31,6.88,8.23,5.88,2.35,1.22,85.81,0.05
2018,2,26,97.39,4.92,6.0,3.83,2.17,6.71,8.13,5.91,2.23,1.22,87.69,0.28
2018,2,27,96.94,5.77,6.85,4.18,2.68,7.56,8.55,6.06,2.5,1.22,84.12,0.68
2018,2,28,97.44,3.63,5.12,1.36,3.76,4.93,6.94,1.73,5.21,1.22,85.81,0.17
2018,3,1,96.93,4.86,8.44,0.25,8.19,6.34,10.34,0.28,10.05,1.4,92.12,0.21
2018,3,2,95.64,4.45,6.66,1.88,4.78,5.97,8.16,2.78,5.38,2.01,95.81,0.86
2018,3,3,95.68,2.52,3.5,1.3,2.2,3.65,5.9,1.24,4.66,2.14,88.62,0.15
2018,3,4,96.12,3.89,6.3,0.09,6.21,5.46,9.01,0.22,8.79,2.38,91.75,0.02
2018,3,5,95.83,5.55,6.8,3.23,3.58,7.3,9.19,4.95,4.23,2.99,94.38,0.54
2018,3,6,94.98,3.14,4.63,2.23,2.4,4.56,6.0,3.52,2.48,3.48,96.56,3.63
2018,3,7,95.37,2.43,3.51,1.28,2.23,3.95,6.26,1.78,4.48,4.21,89.69,0.78
2018,3,8,96.34,3.77,5.65,2.03,3.62,6.62,8.14,3.45,4.7,4.15,88.31,0.91
2018,3,9,96.62,2.71,4.44,0.1,4.34,4.61,7.81,0.14,7.67,4.52,75.69,0.01
2018,3,10,96.49,1.82,2.83,1.01,1.82,2.62,4.77,1.26,3.51,5.25,85.31,0.03
2018,3,11,96.02,4.32,7.33,0.45,6.88,6.25,10.3,0.64,9.66,6.1,86.19,0.42
2018,3,12,95.39,4.59,6.72,1.53,5.19,6.88,9.71,2.95,6.76,6.35,84.88,2.79
2018,3,13,96.12,4.57,7.95,2.82,5.13,7.48,10.2,5.56,4.63,5.19,82.19,0.37
2018,3,14,96.63,4.33,7.73,0.71,7.02,6.56,9.79,1.06,8.73,4.46,81.69,0.26
2018,3,15,96.23,4.2,5.72,1.03,4.69,5.88,8.03,1.7,6.33,4.88,92.38,0.27
2018,3,16,95.76,3.77,5.99,2.16,3.83,5.8,7.86,2.64,5.23,5.31,92.12,9.14
2018,3,17,95.83,4.34,6.0,2.27,3.73,5.44,7.46,4.23,3.23,3.54,92.69,5.7
2018,3,18,96.14,4.79,6.48,2.95,3.54,5.97,8.14,3.91,4.23,2.26,81.56,2.2
2018,3,19,96.37,3.81,5.01,2.35,2.66,4.8,6.78,3.07,3.7,2.14,80.25,0.49
2018,3,20,96.66,5.26,6.91,3.26,3.66,7.57,8.85,6.23,2.62,2.26,77.38,0.43
2018,3,21,97.71,4.95,7.09,1.87,5.23,7.2,9.04,3.01,6.03,2.38,79.88,0.2
2018,3,22,97.34,1.55,2.92,0.18,2.74,2.42,5.22,0.27,4.95,2.32,70.75,0.0
2018,3,23,96.2,4.28,6.25,3.01,3.24,6.9,8.07,5.95,2.12,3.48,85.56,0.41
2018,3,24,96.16,3.09,4.67,1.27,3.4,4.96,8.07,1.58,6.49,3.48,83.06,0.03
2018,3,25,96.55,5.05,7.27,3.12,4.14,7.15,8.91,6.19,2.72,3.48,84.06,0.01
2018,3,26,96.7,2.3,3.2,0.77,2.44,3.63,5.88,0.47,5.41,3.78,83.0,0.29
2018,3,27,96.93,3.24,4.35,1.76,2.59,5.06,7.1,2.83,4.27,4.09,85.19,1.35
2018,3,28,96.45,2.79,4.03,1.68,2.35,4.3,7.21,2.47,4.74,4.82,85.44,0.83
2018,3,29,96.29,3.44,6.52,1.25,5.27,5.48,8.76,2.32,6.44,5.07,81.56,9.1
2018,3,30,96.44,4.05,6.7,1.12,5.57,5.76,8.45,1.71,6.73,5.31,87.5,0.67
2018,3,31,95.35,4.48,6.87,0.59,6.29,6.29,8.88,1.04,7.84,6.77,89.38,7.21
2018,4,1,95.74,8.77,11.48,5.84,5.64,12.32,15.41,8.53,6.88,4.76,76.19,4.82
2018,4,2,96.81,4.43,7.05,1.49,5.55,7.02,10.56,2.1,8.46,4.7,74.75,0.37
2018,4,3,96.57,3.13,4.53,0.74,3.8,5.14,8.04,0.87,7.17,6.1,77.19,0.0
2018,4,4,96.4,4.16,5.64,2.78,2.86,6.63,9.13,3.36,5.77,6.71,76.81,0.0
2018,4,5,96.82,3.83,5.89,2.45,3.45,6.42,9.19,4.67,4.52,6.29,79.44,0.46
2018,4,6,97.81,4.76,7.28,1.77,5.51,6.64,9.61,2.84,6.77,4.46,72.94,0.05
2018,4,7,97.71,3.76,6.09,0.78,5.3,5.35,7.69,1.2,6.49,5.07,75.19,0.05
2018,4,8,97.01,6.73,8.91,4.83,4.09,9.26,11.34,6.2,5.13,6.47,80.69,0.19
2018,4,9,96.53,5.09,7.62,3.13,4.48,8.3,9.96,5.63,4.33,7.2,71.5,0.01
2018,4,10,96.31,5.34,7.16,3.65,3.52,7.84,9.12,6.69,2.43,7.26,81.12,0.18
2018,4,11,96.43,3.95,6.36,2.12,4.24,6.25,8.53,2.6,5.93,7.26,77.5,0.01
2018,4,12,96.43,4.12,7.56,2.76,4.8,6.67,9.8,4.89,4.91,7.93,78.5,2.54
2018,4,13,96.64,5.26,7.67,3.2,4.48,8.15,9.59,6.5,3.09,7.45,76.19,4.39
2018,4,14,97.68,2.71,3.7,0.78,2.91,4.3,6.59,0.81,5.77,6.47,72.44,0.01
2018,4,15,97.15,4.06,6.07,2.62,3.44,6.7,7.82,5.09,2.73,8.73,81.44,0.09
2018,4,16,96.92,2.19,4.85,0.67,4.18,3.73,7.61,0.97,6.64,9.52,86.75,1.85
2018,4,17,97.91,4.85,6.48,2.84,3.64,7.38,8.35,5.98,2.36,7.57,78.06,0.28
2018,4,18,98.65,3.51,4.71,2.48,2.23,5.31,5.92,4.43,1.5,6.77,72.56,0.0
2018,4,19,98.54,3.17,3.73,2.25,1.48,4.91,5.85,3.73,2.12,7.26,69.25,0.0
2018,4,20,98.17,2.23,3.09,0.22,2.87,3.2,5.47,0.35,5.12,7.45,65.06,0.0
2018,4,21,97.51,2.79,3.83,1.73,2.09,4.36,6.54,2.54,4.0,7.39,57.62,0.0
2018,4,22,97.22,2.72,4.18,0.99,3.19,4.12,7.1,1.49,5.61,8.73,68.06,0.01
2018,4,23,97.1,2.95,4.27,1.85,2.42,4.5,6.98,3.37,3.62,9.09,65.19,4.19
2018,4,24,97.3,3.59,5.48,2.16,3.32,5.49,6.97,4.3,2.68,8.97,75.44,1.91
2018,4,25,96.91,2.18,2.83,1.36,1.46,3.55,6.27,1.74,4.53,9.16,68.81,0.77
2018,4,26,97.18,3.8,6.78,2.26,4.52,5.94,8.68,3.34,5.33,7.39,80.75,13.07
2018,4,27,97.29,4.14,6.55,0.73,5.82,6.3,8.49,1.02,7.48,5.8,68.5,0.0
2018,4,28,96.96,3.46,5.62,0.89,4.73,5.74,8.23,1.03,7.2,8.73,75.75,0.03
2018,4,29,96.65,4.58,7.19,2.86,4.33,7.59,9.67,4.09,5.58,9.16,67.12,0.0
2018,4,30,96.28,5.48,8.23,3.48,4.76,8.82,10.95,5.7,5.25,7.93,62.0,0.0
2018,5,1,96.66,2.91,4.37,1.33,3.05,5.01,7.31,1.78,5.53,7.14,65.25,0.0
2018,5,2,96.73,2.77,4.3,1.77,2.53,4.31,5.78,3.05,2.72,9.52,74.94,1.98
2018,5,3,96.63,1.99,5.2,0.49,4.72,3.04,8.2,0.72,7.48,9.95,72.69,5.77
2018,5,4,97.18,4.55,5.68,3.55,2.12,6.34,7.45,4.73,2.73,9.7,80.56,2.37
2018,5,5,97.58,5.68,7.16,4.28,2.89,7.88,8.97,6.45,2.52,8.06,71.94,1.42
2018,5,6,97.67,5.15,6.57,3.34,3.23,7.53,8.39,6.46,1.93,6.1,60.69,0.0
2018,5,7,97.45,2.9,3.75,1.98,1.77,4.7,7.53,2.19,5.34,6.65,64.56,0.0
2018,5,8,96.84,2.64,4.04,1.34,2.7,3.84,5.72,2.12,3.6,7.57,70.62,4.16
2018,5,9,96.46,1.98,2.84,1.3,1.54,2.89,4.15,1.75,2.39,8.67,72.88,0.83
2018,5,10,96.68,2.08,3.3,0.97,2.34,2.76,3.85,1.41,2.44,9.83,76.19,3.86
2018,5,11,97.37,2.38,4.55,0.91,3.63,3.61,6.38,1.02,5.35,9.64,80.56,3.85
2018,5,12,97.17,1.78,3.25,0.19,3.05,2.52,4.09,0.25,3.84,9.28,69.94,0.85
2018,5,13,96.77,3.2,5.23,1.57,3.66,4.69,6.7,2.66,4.04,8.97,70.44,0.62
2018,5,14,96.74,3.48,5.62,1.56,4.06,5.13,7.05,3.27,3.78,8.3,76.88,4.43
2018,5,15,96.69,3.2,5.05,1.84,3.22,4.78,6.62,3.13,3.48,7.26,90.44,25.71
2018,5,16,96.74,3.47,4.66,2.28,2.38,5.3,6.29,4.7,1.59,7.26,79.69,1.92
2018,5,17,96.97,4.43,6.03,3.06,2.97,6.88,7.82,5.91,1.91,7.87,81.5,1.73
2018,5,18,97.28,4.22,5.81,2.2,3.61,6.49,7.32,4.87,2.45,8.18,75.56,1.14
2018,5,19,97.5,3.27,4.19,2.23,1.95,5.04,5.87,4.48,1.38,8.0,76.31,0.85
2018,5,20,97.69,2.21,3.04,0.98,2.06,3.22,5.53,1.49,4.04,7.08,66.06,0.14
2018,5,21,97.44,2.59,3.56,1.48,2.09,3.8,5.4,2.24,3.16,7.45,64.5,1.04
2018,5,22,97.12,3.55,6.04,1.41,4.62,5.23,7.81,2.1,5.7,9.03,74.19,1.03
2018,5,23,97.35,3.08,4.8,1.71,3.09,4.52,5.95,2.9,3.05,10.38,77.19,1.74
2018,5,24,97.48,1.28,1.79,0.8,0.98,1.86,3.0,1.23,1.77,10.99,80.0,4.97
2018,5,25,97.48,2.28,3.8,1.05,2.75,3.26,4.77,1.68,3.09,10.8,90.5,17.57
2018,5,26,97.77,1.85,2.41,0.43,1.98,2.59,3.66,0.61,3.05,9.46,70.75,0.04
2018,5,27,97.66,2.05,3.41,0.12,3.3,2.95,4.3,0.18,4.11,10.44,67.12,0.89
2018,5,28,97.63,2.84,4.2,1.34,2.85,4.49,5.53,2.32,3.21,11.66,75.56,1.39
2018,5,29,97.41,4.17,6.59,2.41,4.17,6.55,8.77,4.77,4.0,11.9,78.0,2.31
2018,5,30,97.34,3.67,5.15,2.46,2.69,5.69,6.4,4.68,1.72,10.5,72.38,1.56
2018,5,31,97.2,3.48,5.44,2.29,3.15,5.42,6.84,3.66,3.17,10.8,67.19,0.94
2018,6,1,97.32,2.4,3.27,1.71,1.55,3.8,5.31,2.38,2.94,11.54,75.62,4.71
2018,6,2,97.36,2.95,3.77,2.0,1.78,4.84,6.62,3.91,2.71,11.17,75.81,2.52
2018,6,3,97.29,3.25,4.34,0.49,3.85,4.8,7.02,0.7,6.33,10.44,68.62,0.62
2018,6,4,96.82,1.27,1.75,0.46,1.3,1.66,2.79,0.66,2.12,10.44,64.75,1.05
2018,6,5,96.63,1.77,2.03,1.35,0.67,2.55,4.01,1.53,2.48,10.62,64.69,3.53
2018,6,6,97.04,2.3,3.23,1.88,1.36,3.48,4.63,2.13,2.51,12.27,83.62,12.99
2018,6,7,97.31,2.98,3.66,2.05,1.61,4.39,5.32,3.52,1.8,11.66,82.69,4.32
2018,6,8,97.03,3.28,4.52,2.3,2.22,5.35,6.44,4.03,2.41,12.63,80.75,3.96
2018,6,9,96.87,1.36,2.18,0.38,1.81,1.88,4.62,0.69,3.93,12.15,78.25,8.75
2018,6,10,96.79,1.27,2.49,0.45,2.05,1.91,5.2,0.62,4.57,11.78,68.38,1.06
2018,6,11,96.69,2.16,3.45,0.12,3.33,3.91,6.71,0.35,6.36,12.51,70.12,0.45
2018,6,12,96.36,3.4,6.75,1.35,5.4,5.09,8.98,1.91,7.07,12.7,75.94,15.43
2018,6,13,96.32,3.18,7.0,0.94,6.05,4.41,9.83,1.59,8.23,11.41,82.88,13.2
2018,6,14,96.93,5.93,7.17,3.09,4.09,8.37,9.73,5.95,3.79,8.3,74.62,1.81
2018,6,15,97.14,4.41,5.53,2.55,2.98,6.62,7.56,5.44,2.12,8.24,67.69,0.72
2018,6,16,97.13,3.23,4.41,2.05,2.37,5.09,6.12,4.04,2.09,9.4,66.12,0.19
2018,6,17,97.15,3.59,4.8,2.38,2.43,5.7,6.99,4.71,2.28,9.58,63.0,0.04
2018,6,18,97.44,5.7,8.0,3.39,4.61,8.57,10.27,7.12,3.14,9.58,63.56,0.11
2018,6,19,97.79,4.31,5.86,2.7,3.16,6.8,7.52,5.79,1.73,8.91,59.56,0.01
2018,6,20,97.8,2.1,2.79,0.78,2.01,3.46,6.24,0.84,5.41,9.95,60.38,0.0
2018,6,21,97.04,3.03,7.35,1.88,5.47,4.79,10.91,2.46,8.45,11.54,61.44,1.49
2018,6,22,97.47,5.27,7.53,3.88,3.65,7.41,9.91,5.66,4.25,6.53,63.19,3.94
2018,6,23,97.67,5.32,6.91,2.54,4.38,7.8,9.03,5.54,3.48,6.04,60.94,0.64
2018,6,24,97.53,3.73,5.27,1.85,3.42,5.64,6.75,3.86,2.89,6.84,64.5,0.78
2018,6,25,97.62,3.16,4.13,1.95,2.19,4.63,6.02,3.74,2.28,7.39,69.31,3.38
2018,6,26,97.64,3.41,4.64,1.84,2.8,5.3,6.48,3.95,2.52,8.0,69.38,4.27
2018,6,27,97.48,4.65,5.74,2.69,3.05,6.48,7.5,5.38,2.11,8.54,76.25,7.06
2018,6,28,96.8,4.77,7.03,2.98,4.05,6.79,10.01,3.77,6.23,10.86,87.38,23.18
2018,6,29,96.66,5.98,7.9,3.95,3.95,8.63,10.34,7.34,3.0,12.15,76.44,3.22
2018,6,30,96.99,5.17,7.55,2.48,5.06,7.56,9.49,4.7,4.8,7.93,61.5,0.26
2018,7,1,97.38,3.17,4.53,1.73,2.79,4.55,5.54,2.72,2.82,5.74,55.12,0.0
2018,7,2,97.3,2.09,3.09,1.27,1.82,2.77,3.58,1.52,2.07,6.71,54.62,0.0
2018,7,3,97.3,0.95,1.91,0.05,1.87,1.33,3.0,0.33,2.68,7.57,51.19,0.0
2018,7,4,97.23,2.22,3.07,0.97,2.1,3.75,7.02,1.29,5.73,8.12,52.06,0.0
2018,7,5,96.89,2.2,3.38,1.17,2.21,3.81,7.01,1.52,5.49,10.07,55.56,4.24
2018,7,6,97.02,5.02,5.73,3.89,1.84,7.15,8.13,6.09,2.04,11.72,80.0,12.93
2018,7,7,97.44,5.32,6.7,3.45,3.24,8.01,8.84,6.8,2.03,8.73,63.69,3.57
2018,7,8,97.46,3.96,5.7,2.57,3.12,6.52,7.38,5.02,2.36,7.75,56.5,0.36
2018,7,9,97.35,3.62,4.31,2.66,1.66,5.73,7.2,4.77,2.42,8.85,58.81,0.13
2018,7,10,97.09,1.53,3.2,0.23,2.96,2.71,6.56,0.27,6.3,10.25,67.44,12.33
2018,7,11,97.12,2.29,3.02,1.23,1.8,3.64,6.2,2.44,3.76,9.89,78.12,5.46
2018,7,12,97.26,3.15,4.07,2.25,1.81,5.21,6.56,4.24,2.32,8.61,64.25,0.06
2018,7,13,97.4,3.98,5.6,2.34,3.27,6.35,7.3,5.07,2.23,9.22,61.44,0.47
2018,7,14,97.39,2.75,3.47,1.91,1.55,4.36,6.48,3.23,3.26,9.28,58.25,1.59
2018,7,15,97.2,2.38,2.95,1.65,1.3,3.56,5.31,2.88,2.43,8.97,55.62,0.16
2018,7,16,96.94,1.56,2.64,0.43,2.22,2.63,6.05,0.66,5.38,9.34,58.25,1.61
2018,7,17,96.72,4.8,7.59,2.27,5.31,7.38,10.05,5.1,4.95,9.58,60.88,1.29
2018,7,18,96.9,6.25,9.53,2.77,6.77,9.38,12.88,5.83,7.05,9.83,61.06,0.48
2018,7,19,97.1,4.73,6.7,2.35,4.34,7.18,8.52,4.54,3.98,9.03,57.06,0.0
2018,7,20,97.08,2.93,4.58,0.89,3.69,4.21,5.91,1.35,4.56,9.4,58.0,0.0
2018,7,21,96.83,2.64,5.23,0.1,5.12,3.67,6.25,0.14,6.11,11.54,71.0,12.41
2018,7,22,96.77,3.64,5.12,0.64,4.48,5.31,7.21,1.38,5.83,12.27,85.12,13.28
2018,7,23,96.97,5.05,6.41,3.38,3.04,7.7,8.38,7.05,1.34,10.86,74.0,8.22
2018,7,24,97.04,3.81,5.52,2.07,3.44,5.8,7.58,3.57,4.01,10.13,59.5,0.04
2018,7,25,97.0,3.71,5.45,2.23,3.21,5.63,6.81,3.73,3.07,10.38,61.44,0.92
2018,7,26,97.09,3.8,4.95,2.46,2.49,5.86,6.71,4.95,1.76,11.23,68.38,4.75
2018,7,27,97.01,2.48,3.59,1.04,2.55,3.7,6.16,1.62,4.53,11.78,68.38,1.49
2018,7,28,96.76,1.18,2.15,0.2,1.95,1.86,4.2,0.13,4.07,11.96,64.38,0.98
2018,7,29,97.12,3.66,5.31,1.76,3.55,5.5,8.19,3.23,4.96,12.39,63.88,0.28
2018,7,30,97.28,3.1,4.41,1.88,2.54,4.55,5.38,3.35,2.02,11.78,59.69,0.09
2018,7,31,97.3,3.52,4.87,2.09,2.78,5.38,6.11,3.66,2.45,11.84,59.69,0.0
2018,8,1,97.42,2.55,3.93,0.62,3.31,3.87,5.66,1.02,4.63,12.63,64.94,0.77
2018,8,2,97.58,1.73,2.88,0.37,2.52,2.45,3.9,0.57,3.34,13.43,67.75,8.38
2018,8,3,97.55,2.47,3.51,1.51,2.0,3.76,5.02,2.84,2.17,12.27,60.94,0.2
2018,8,4,97.41,1.68,3.05,0.67,2.38,2.58,6.61,1.09,5.52,10.44,50.19,0.0
2018,8,5,97.33,2.3,3.1,1.52,1.58,3.69,6.28,2.38,3.91,11.17,54.44,4.81
2018,8,6,97.44,1.91,2.53,1.19,1.34,2.81,4.37,1.41,2.96,11.05,59.69,0.0
2018,8,7,97.26,2.9,4.56,1.75,2.82,4.58,5.7,2.86,2.84,12.57,66.69,3.29
2018,8,8,97.15,3.02,5.23,1.87,3.37,4.7,6.55,3.52,3.02,12.51,61.94,1.17
2018,8,9,97.27,3.57,6.04,0.3,5.74,5.48,8.08,0.55,7.53,12.21,56.06,0.02
2018,8,10,97.71,4.34,5.7,2.47,3.23,6.01,7.25,4.77,2.49,11.6,68.06,7.7
2018,8,11,97.81,3.46,5.19,1.85,3.34,5.2,7.05,3.5,3.55,9.7,68.69,4.16
2018,8,12,97.52,2.77,4.39,0.32,4.07,4.82,7.16,0.32,6.84,8.24,53.06,0.0
2018,8,13,96.77,3.12,4.62,1.82,2.8,5.25,7.45,2.05,5.41,10.38,56.56,0.09
2018,8,14,96.95,4.58,6.66,2.84,3.81,6.54,9.7,4.95,4.75,11.05,70.69,3.72
2018,8,15,97.42,4.45,5.82,2.37,3.45,6.53,7.62,4.55,3.09,8.85,57.0,0.03
2018,8,16,97.47,1.91,3.09,0.44,2.65,2.55,4.01,0.63,3.38,8.42,51.88,0.0
