-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  49.25   Longitude -123.1 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 565.27 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2018,2,15,2.56,94.19,1.26,95.97,1.84,3.18,0.28,2.9,2.35,4.18,0.2,3.98
2018,2,16,3.97,97.06,7.31,95.3,1.14,1.73,0.39,1.33,1.72,2.59,0.44,2.15
2018,2,17,4.03,98.38,23.24,93.54,1.79,2.77,0.79,1.98,2.69,4.38,1.09,3.29
2018,2,18,2.14,92.94,1.84,94.32,4.66,5.99,3.43,2.56,7.02,8.84,5.38,3.47
2018,2,19,1.46,86.06,0.02,95.35,1.96,3.75,0.42,3.33,2.62,5.28,0.55,4.73
2018,2,20,1.65,84.5,0.05,95.48,2.17,3.04,1.21,1.82,2.73,3.75,1.86,1.88
2018,2,21,1.71,91.88,2.83,95.61,1.8,3.02,0.77,2.25,2.32,3.55,0.91,2.64
2018,2,22,1.71,84.62,0.0,95.88,1.87,3.08,0.72,2.36,2.42,3.99,1.12,2.88
2018,2,23,2.32,97.5,8.46,95.5,2.16,3.01,1.51,1.5,2.74,3.92,1.67,2.25
2018,2,24,3.11,95.19,8.74,94.66,1.88,3.66,0.69,2.98,2.75,5.17,0.88,4.3
2018,2,25,3.54,95.94,5.12,93.97,2.53,3.88,1.81,2.07,3.86,5.7,2.27,3.44
2018,2,26,2.87,92.25,1.08,95.13,1.49,2.16,0.31,1.86,1.98,3.47,0.34,3.12
2018,2,27,3.91,96.38,5.71,94.85,1.66,2.14,1.2,0.95,2.48,3.52,1.89,1.63
2018,2,28,4.03,98.5,20.7,93.89,3.24,4.55,1.83,2.73,4.66,6.81,2.46,4.36
2018,3,1,3.85,94.06,6.34,93.33,2.21,3.45,1.34,2.1,3.3,5.31,2.37,2.95
2018,3,2,3.36,96.69,6.87,93.69,1.74,3.39,0.81,2.57,2.44,5.04,1.05,3.99
2018,3,3,2.93,92.56,0.65,94.73,2.18,2.91,1.09,1.81,2.9,4.46,1.75,2.72
2018,3,4,3.17,94.62,1.4,95.24,1.73,2.7,0.72,1.97,2.31,3.66,0.88,2.77
2018,3,5,3.6,91.12,0.97,95.83,0.91,1.34,0.24,1.1,1.23,1.97,0.34,1.62
2018,3,6,3.17,91.5,0.11,95.84,1.72,3.0,0.45,2.55,2.12,3.53,0.5,3.03
2018,3,7,3.23,91.0,0.27,94.94,2.72,3.22,2.2,1.02,3.77,4.38,2.87,1.51
2018,3,8,4.46,96.5,15.52,93.74,2.09,2.89,0.91,1.97,3.27,4.19,1.44,2.76
2018,3,9,3.6,89.69,0.89,94.7,1.93,3.34,0.43,2.91,2.8,4.88,0.6,4.28
2018,3,10,3.3,87.75,0.08,95.24,2.41,2.91,1.74,1.16,3.62,4.52,2.59,1.92
2018,3,11,3.66,85.25,0.01,95.51,2.7,3.57,1.83,1.74,4.06,4.79,2.95,1.84
2018,3,12,4.09,80.31,0.0,95.13,3.07,3.97,2.6,1.38,4.93,5.95,4.19,1.76
2018,3,13,4.7,89.38,6.69,94.27,2.51,4.1,1.05,3.05,4.02,6.38,1.52,4.87
2018,3,14,4.7,94.44,2.31,94.39,1.45,1.69,1.18,0.51,2.12,2.52,1.84,0.68
2018,3,15,3.85,89.5,0.09,94.32,2.0,2.82,1.29,1.53,2.8,3.62,1.96,1.67
2018,3,16,3.78,82.94,0.0,94.39,1.98,2.94,1.09,1.84,2.62,3.62,1.82,1.8
2018,3,17,4.21,83.44,0.25,94.51,1.23,2.3,0.47,1.83,1.55,2.83,0.64,2.2
2018,3,18,4.39,86.06,0.29,95.31,0.6,1.05,0.32,0.73,0.75,1.24,0.33,0.91
2018,3,19,4.09,84.94,0.11,95.53,1.1,1.7,0.42,1.27,1.42,2.01,0.61,1.4
2018,3,20,4.15,87.31,0.42,94.93,1.17,1.8,0.36,1.45,1.43,2.26,0.47,1.79
2018,3,21,4.46,86.44,3.47,93.94,1.95,2.67,1.38,1.3,3.01,4.45,2.27,2.18
2018,3,22,4.58,96.06,22.32,93.53,2.01,3.09,1.37,1.73,3.15,4.79,2.03,2.76
2018,3,23,4.03,96.44,11.19,94.08,2.56,3.63,1.49,2.14,3.77,5.37,2.07,3.3
2018,3,24,3.66,87.38,1.5,94.4,0.74,1.14,0.05,1.09,0.98,1.53,0.09,1.44
2018,3,25,3.72,89.94,4.88,94.95,1.7,2.2,0.95,1.24,2.47,3.43,1.12,2.31
2018,3,26,4.39,99.06,27.04,95.28,1.91,2.27,1.73,0.53,2.85,3.23,2.45,0.79
2018,3,27,4.7,95.69,14.63,95.58,1.94,2.42,1.07,1.35,3.22,4.04,1.75,2.28
2018,3,28,3.97,87.19,0.58,96.05,1.2,2.06,0.25,1.81,1.72,2.94,0.3,2.64
2018,3,29,4.52,96.25,7.08,95.78,0.98,1.87,0.41,1.45,1.42,2.88,0.49,2.39
2018,3,30,4.7,90.56,2.54,95.34,1.81,2.49,1.24,1.25,2.77,3.5,1.89,1.61
2018,3,31,3.6,74.94,0.02,95.51,1.99,3.05,0.8,2.25,2.88,4.23,1.16,3.06
2018,4,1,3.85,84.56,2.16,94.34,2.28,2.9,1.66,1.25,3.47,4.04,1.97,2.06
2018,4,2,3.42,78.94,0.64,94.72,1.84,2.37,0.99,1.38,2.76,3.76,1.24,2.52
2018,4,3,4.03,89.38,2.74,94.95,1.68,2.15,1.24,0.9,2.43,2.91,1.9,1.01
2018,4,4,4.33,92.25,7.39,95.02,1.88,2.38,1.58,0.81,2.71,3.81,1.97,1.85
2018,4,5,4.82,95.62,23.46,94.59,2.78,3.13,2.33,0.8,4.05,4.48,3.71,0.77
2018,4,6,5.74,95.31,3.17,94.14,2.04,3.43,1.42,2.01,3.41,5.43,2.28,3.15
2018,4,7,5.55,93.94,23.16,93.02,3.54,4.3,2.45,1.84,5.36,6.62,4.03,2.6
2018,4,8,5.55,94.81,5.1,94.48,1.75,2.93,0.82,2.11,2.66,4.47,1.38,3.09
2018,4,9,5.37,90.56,1.41,95.38,1.96,3.55,1.15,2.4,3.12,5.0,1.75,3.25
2018,4,10,5.37,87.06,11.18,94.34,2.74,4.08,1.66,2.42,4.64,6.42,3.15,3.27
2018,4,11,5.13,94.12,17.46,93.93,2.79,4.22,1.3,2.91,4.0,5.97,1.87,4.1
2018,4,12,4.52,85.81,1.91,94.49,1.8,2.27,1.12,1.15,2.62,3.67,1.61,2.06
2018,4,13,4.94,98.31,33.96,95.14,3.04,3.93,2.17,1.76,4.56,6.13,3.46,2.67
2018,4,14,4.94,92.81,3.79,95.24,1.7,2.27,0.91,1.36,2.55,3.51,1.18,2.33
2018,4,15,4.64,81.88,3.32,94.23,1.28,2.54,0.27,2.27,2.01,4.1,0.48,3.62
2018,4,16,4.76,94.5,13.58,93.62,0.95,1.77,0.23,1.54,1.38,3.05,0.29,2.76
2018,4,17,4.7,86.69,3.34,95.05,1.77,2.43,0.42,2.01,2.66,3.28,0.76,2.52
2018,4,18,4.52,81.12,0.69,95.65,1.27,2.26,0.52,1.73,1.84,3.16,0.8,2.37
2018,4,19,4.58,77.44,0.09,95.71,1.45,2.53,0.39,2.14,1.94,3.34,0.52,2.81
2018,4,20,5.25,91.12,8.65,95.52,1.52,2.59,0.45,2.13,2.16,3.76,0.52,3.23
2018,4,21,4.76,84.62,5.13,95.81,2.27,3.23,1.16,2.08,3.27,4.73,1.88,2.84
2018,4,22,4.15,75.94,0.02,96.13,1.41,2.45,0.27,2.19,2.05,4.12,0.54,3.59
2018,4,23,4.39,71.56,0.01,96.08,2.34,3.16,1.47,1.69,3.52,5.08,2.07,3.01
2018,4,24,5.13,66.88,0.0,95.71,2.12,2.7,1.32,1.38,3.21,4.28,1.88,2.41
2018,4,25,5.25,67.75,0.02,95.52,2.4,3.45,1.62,1.84,3.7,5.21,2.42,2.79
2018,4,26,5.86,61.38,0.73,95.17,1.97,3.04,0.74,2.3,2.95,5.09,1.01,4.09
2018,4,27,6.35,72.81,0.44,94.69,1.67,2.77,0.89,1.88,2.51,4.55,1.23,3.32
2018,4,28,6.04,93.31,9.05,94.63,1.24,1.78,0.64,1.14,1.73,2.59,0.89,1.7
2018,4,29,5.55,89.44,7.35,94.89,0.84,1.34,0.02,1.31,1.16,2.2,0.01,2.19
2018,4,30,5.68,80.69,0.34,95.26,0.96,1.56,0.11,1.45,1.37,2.44,0.16,2.28
2018,5,1,5.37,76.88,0.15,95.17,1.1,1.78,0.3,1.48,1.55,2.63,0.27,2.37
2018,5,2,5.8,76.19,0.02,95.32,1.23,2.06,0.08,1.98,1.66,2.77,0.22,2.55
2018,5,3,6.71,80.31,0.14,95.37,1.23,2.07,0.34,1.73,1.73,2.78,0.62,2.16
2018,5,4,6.16,85.62,0.67,95.77,1.16,1.9,0.09,1.8,1.62,2.75,0.22,2.53
2018,5,5,6.16,73.75,0.33,95.45,1.61,2.33,0.75,1.58,2.33,3.4,1.23,2.17
2018,5,6,7.26,70.0,0.68,95.16,1.11,2.38,0.2,2.18,1.55,3.35,0.19,3.16
2018,5,7,7.51,84.94,0.81,95.63,1.2,2.02,0.26,1.75,1.74,3.43,0.3,3.12
2018,5,8,7.51,80.69,2.92,95.1,1.63,2.85,0.45,2.39,2.45,3.88,0.66,3.22
2018,5,9,7.08,86.06,5.13,94.98,2.06,2.75,1.39,1.36,3.2,4.04,2.13,1.91
2018,5,10,5.98,83.06,1.45,95.21,1.32,1.8,0.65,1.15,1.77,2.52,0.75,1.77
2018,5,11,6.1,76.81,0.02,95.64,1.43,2.24,0.41,1.83,2.03,2.84,0.69,2.16
2018,5,12,6.65,67.62,0.0,95.38,1.88,2.66,1.2,1.46,2.57,3.64,1.83,1.81
2018,5,13,7.2,57.31,0.01,94.98,1.6,2.99,0.04,2.95,2.29,4.45,0.28,4.16
2018,5,14,7.75,52.12,0.0,94.92,1.31,1.84,0.5,1.34,1.8,2.38,0.62,1.75
2018,5,15,8.61,65.12,0.01,94.79,1.29,1.93,0.51,1.43,1.7,2.44,0.73,1.7
2018,5,16,8.54,82.06,0.3,95.03,1.4,2.13,0.37,1.76,1.86,2.61,0.73,1.89
2018,5,17,8.3,83.19,0.41,95.12,0.83,1.89,0.12,1.77,0.98,2.2,0.3,1.9
2018,5,18,8.3,78.69,0.31,95.12,1.01,1.53,0.13,1.4,1.36,1.91,0.26,1.66
2018,5,19,8.42,82.62,2.1,95.0,0.93,1.63,0.42,1.21,1.28,2.18,0.63,1.55
2018,5,20,7.87,84.06,3.5,95.02,1.14,2.02,0.07,1.95,1.63,2.66,0.08,2.58
2018,5,21,7.57,73.88,0.03,95.12,1.08,2.23,0.12,2.11,1.3,2.66,0.13,2.52
2018,5,22,7.57,62.19,0.05,94.83,1.14,1.86,0.24,1.62,1.45,2.24,0.29,1.95
2018,5,23,8.06,60.56,0.01,94.48,1.41,1.82,0.48,1.34,1.91,2.52,0.63,1.89
2018,5,24,8.36,82.69,0.2,95.05,1.66,2.32,0.41,1.91,2.23,3.14,0.55,2.59
2018,5,25,7.45,77.62,0.09,95.04,1.45,2.27,0.17,2.09,1.97,3.01,0.2,2.8
2018,5,26,6.84,81.38,0.36,95.37,1.43,1.92,0.56,1.35,1.91,2.61,0.76,1.85
2018,5,27,6.96,73.88,0.02,95.67,1.45,2.23,0.22,2.02,1.89,2.82,0.28,2.54
2018,5,28,7.08,79.75,0.65,95.54,1.56,2.33,0.89,1.44,2.13,3.14,1.22,1.92
2018,5,29,5.92,75.31,0.74,95.14,1.74,2.59,1.05,1.54,2.32,3.34,1.36,1.98
2018,5,30,5.74,72.19,0.15,94.79,1.4,2.04,0.28,1.76,1.73,2.29,0.18,2.11
2018,5,31,6.29,76.0,0.36,94.64,1.38,1.93,0.41,1.52,1.85,2.76,0.5,2.26
2018,6,1,6.23,82.31,2.64,95.49,1.97,2.8,1.02,1.78,2.77,3.62,1.61,2.01
2018,6,2,7.08,78.19,2.07,95.7,1.23,1.96,0.38,1.59,1.71,2.5,0.55,1.95
2018,6,3,6.84,82.44,2.04,95.07,1.52,2.19,0.73,1.46,2.09,2.98,0.87,2.12
2018,6,4,6.04,79.38,2.9,95.09,1.69,2.27,1.27,1.0,2.27,2.92,1.73,1.19
2018,6,5,6.35,83.5,2.98,94.93,1.94,2.57,1.27,1.3,2.82,3.61,1.77,1.83
2018,6,6,7.39,78.25,0.57,94.81,1.53,2.06,0.68,1.38,2.2,2.88,0.97,1.9
2018,6,7,7.39,85.88,3.03,94.94,1.53,2.32,0.8,1.52,2.15,3.08,1.21,1.87
2018,6,8,7.51,94.12,21.16,94.92,2.25,3.52,0.73,2.8,3.39,5.07,1.2,3.87
2018,6,9,6.1,79.56,3.92,94.75,1.65,2.51,0.79,1.72,2.36,3.26,1.1,2.16
2018,6,10,5.86,83.69,3.58,94.97,1.68,2.14,1.13,1.01,2.39,3.04,1.89,1.15
2018,6,11,5.8,74.94,0.68,95.48,1.79,2.64,0.41,2.24,2.51,3.68,0.55,3.12
2018,6,12,6.1,73.38,1.37,95.2,1.05,2.03,0.33,1.7,1.41,2.53,0.48,2.04
2018,6,13,7.08,87.44,12.04,94.61,1.92,2.63,1.4,1.24,2.8,3.55,2.16,1.38
2018,6,14,7.26,82.75,1.59,95.09,1.6,2.27,0.95,1.33,2.2,2.84,1.39,1.45
2018,6,15,7.57,79.0,0.55,94.9,1.4,2.23,0.33,1.9,1.88,3.09,0.2,2.9
2018,6,16,7.81,66.44,0.0,95.03,1.59,2.52,0.34,2.19,2.45,3.64,0.92,2.72
2018,6,17,8.36,58.12,0.24,94.97,1.7,2.93,0.59,2.34,2.45,4.26,0.63,3.62
2018,6,18,9.83,61.19,0.41,94.97,1.45,2.54,0.38,2.16,1.98,3.38,0.28,3.1
2018,6,19,10.38,69.81,0.07,95.2,1.55,2.0,0.87,1.13,2.07,2.73,1.28,1.45
2018,6,20,10.31,64.0,0.17,95.01,1.21,1.91,0.73,1.17,1.79,2.7,0.93,1.77
2018,6,21,9.4,79.56,0.13,95.22,1.83,2.42,1.05,1.38,2.37,2.77,1.45,1.31
2018,6,22,8.54,90.19,1.07,95.39,1.12,1.48,0.66,0.81,1.62,2.21,1.07,1.14
2018,6,23,8.73,82.38,0.3,95.43,1.37,1.98,0.83,1.15,1.84,2.36,1.02,1.34
2018,6,24,9.03,80.81,9.16,94.98,1.25,1.86,0.88,0.98,1.75,2.7,1.11,1.58
2018,6,25,7.45,82.75,5.48,95.05,2.05,3.09,1.28,1.8,3.03,4.18,2.21,1.97
2018,6,26,6.84,73.06,0.51,95.5,1.88,2.72,1.02,1.7,2.7,3.62,1.63,1.98
2018,6,27,7.08,71.38,0.14,95.14,1.5,2.23,0.38,1.86,1.95,2.89,0.41,2.48
2018,6,28,7.26,79.44,0.82,95.12,1.38,2.1,0.65,1.45,1.91,2.81,1.09,1.73
2018,6,29,8.24,87.62,4.44,95.38,1.06,1.91,0.59,1.32,1.47,2.42,0.74,1.68
2018,6,30,8.54,89.69,4.82,95.47,1.7,2.38,0.81,1.56,2.5,3.3,1.35,1.95
2018,7,1,8.12,84.38,2.21,95.45,1.86,2.72,1.14,1.58,2.88,4.06,1.73,2.34
2018,7,2,6.96,80.56,1.0,95.47,1.92,2.62,1.3,1.34,2.66,3.96,1.62,2.34
2018,7,3,7.81,73.94,0.12,95.39,1.14,1.88,0.25,1.62,1.37,2.13,0.29,1.85
2018,7,4,9.34,70.75,0.76,95.19,1.89,2.52,1.01,1.52,3.02,4.47,1.34,3.13
2018,7,5,9.83,64.56,0.11,95.28,1.37,2.29,0.18,2.11,1.79,3.2,0.09,3.11
2018,7,6,9.52,82.69,5.26,95.45,1.78,2.68,1.02,1.66,2.78,4.08,1.72,2.36
2018,7,7,8.85,83.81,5.5,95.59,1.55,2.48,0.73,1.75,2.22,3.14,0.91,2.23
2018,7,8,8.54,71.5,0.03,95.42,1.08,1.84,0.52,1.31,1.45,2.3,0.71,1.59
2018,7,9,9.7,83.31,1.74,95.47,0.97,1.76,0.35,1.41,1.31,2.27,0.77,1.52
2018,7,10,9.03,85.38,2.41,95.75,1.62,2.54,0.83,1.71,2.38,3.32,1.44,1.88
2018,7,11,9.7,74.56,0.02,95.68,1.38,2.12,0.34,1.77,1.8,2.85,0.54,2.31
2018,7,12,10.8,77.5,0.27,95.39,1.42,1.92,0.15,1.77,1.84,2.45,0.27,2.18
2018,7,13,10.07,76.0,0.03,95.28,1.62,2.44,0.5,1.94,2.26,3.34,0.7,2.64
2018,7,14,8.54,63.06,0.09,95.58,1.53,2.38,0.07,2.3,2.22,3.15,0.33,2.82
2018,7,15,8.91,57.88,0.0,95.29,1.56,2.55,0.52,2.03,2.11,3.38,0.62,2.77
2018,7,16,10.25,59.06,0.12,95.22,1.06,1.79,0.07,1.72,1.37,2.32,0.05,2.27
2018,7,17,11.23,71.06,0.09,95.16,1.19,1.7,0.53,1.16,1.6,2.16,0.74,1.41
2018,7,18,10.19,82.25,0.27,95.44,1.22,1.96,0.52,1.43,1.59,2.32,0.82,1.5
2018,7,19,8.91,85.31,0.95,95.47,1.2,1.73,0.56,1.17,1.57,2.07,0.66,1.41
2018,7,20,7.69,76.81,0.59,95.46,1.73,2.37,1.11,1.27,2.3,3.09,1.43,1.66
2018,7,21,8.3,74.5,0.01,95.55,1.38,2.23,0.44,1.8,1.76,2.86,0.61,2.25
2018,7,22,9.89,69.56,0.15,95.74,1.35,2.3,0.47,1.84,1.77,2.94,0.79,2.15
2018,7,23,10.44,65.25,2.03,95.49,1.41,2.17,0.54,1.64,1.89,2.74,0.88,1.87
2018,7,24,11.23,69.5,0.6,95.51,1.46,1.91,0.66,1.24,2.02,2.73,0.88,1.86
2018,7,25,11.66,69.69,0.4,95.58,1.48,1.95,0.69,1.27,2.04,2.53,1.04,1.5
2018,7,26,11.35,65.56,0.17,95.4,1.02,1.55,0.59,0.95,1.36,1.95,0.62,1.34
2018,7,27,10.68,61.81,0.02,95.16,1.04,1.8,0.53,1.27,1.36,2.12,0.68,1.45
2018,7,28,11.23,61.44,0.14,95.24,1.02,1.66,0.16,1.5,1.35,2.31,0.17,2.14
2018,7,29,11.11,57.81,0.0,95.35,1.1,1.72,0.43,1.29,1.42,2.08,0.82,1.26
2018,7,30,11.9,58.31,0.07,95.19,0.98,1.55,0.27,1.27,1.27,1.84,0.38,1.46
2018,7,31,11.96,78.0,0.33,95.14,1.59,2.07,0.81,1.27,2.09,2.66,1.41,1.26
2018,8,1,10.5,81.88,0.09,95.06,1.65,2.23,1.2,1.04,2.11,2.59,1.7,0.89
2018,8,2,9.16,84.25,1.0,95.1,1.62,2.39,0.95,1.45,2.19,2.94,1.39,1.55
2018,8,3,9.4,84.31,1.16,95.25,1.09,1.95,0.2,1.76,1.54,2.52,0.26,2.27
2018,8,4,10.13,73.94,0.19,95.15,0.86,1.73,0.08,1.66,1.15,2.3,0.21,2.09
2018,8,5,10.74,72.19,0.08,95.24,1.13,1.84,0.26,1.59,1.45,2.23,0.31,1.92
2018,8,6,10.38,63.56,0.21,95.45,1.28,1.63,0.19,1.45,1.69,2.04,0.44,1.6
2018,8,7,11.05,63.25,0.36,95.21,1.38,1.86,0.05,1.8,1.84,2.43,0.16,2.27
2018,8,8,10.93,56.62,0.01,94.97,1.18,2.08,0.07,2.01,1.6,2.69,0.23,2.45
2018,8,9,9.95,52.5,0.17,95.12,1.2,2.01,0.23,1.78,1.58,2.52,0.4,2.12
2018,8,10,10.74,66.06,0.0,94.91,1.55,2.34,0.58,1.76,2.13,2.96,0.74,2.22
2018,8,11,10.07,91.0,5.71,95.12,1.81,2.33,1.41,0.91,2.68,3.2,2.23,0.97
2018,8,12,9.77,84.94,1.82,95.49,1.34,2.02,0.54,1.48,1.87,2.72,0.77,1.95
2018,8,13,9.58,73.75,0.91,95.39,1.46,2.24,0.2,2.04,2.01,3.02,0.45,2.56
2018,8,14,10.38,66.06,0.01,94.95,1.29,2.29,0.27,2.02,1.77,3.03,0.38,2.65
2018,8,15,10.86,67.5,0.0,94.88,1.02,1.67,0.54,1.13,1.34,2.14,0.7,1.44
2018,8,16,10.62,76.62,0.0,95.26,0.98,1.39,0.05,1.34,1.21,1.63,0.04,1.59
2018,8,17,9.89,79.25,0.04,95.67,1.15,2.11,0.11,2.01,1.43,2.71,0.1,2.61
