-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  39.905   Longitude 116.3914 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 221.57 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2018,2,15,1.1,43.06,0.0,99.58,3.48,5.2,1.69,3.52,5.36,6.92,1.66,5.26
2018,2,16,1.16,36.19,0.0,99.4,3.86,6.95,0.5,6.45,5.55,9.34,0.73,8.6
2018,2,17,1.59,54.25,0.0,99.58,2.28,3.24,0.95,2.3,3.22,5.49,1.22,4.28
2018,2,18,1.89,58.06,0.0,99.6,2.4,3.89,0.4,3.49,3.56,5.41,0.71,4.7
2018,2,19,2.2,59.25,0.0,99.77,1.57,2.56,0.46,2.1,2.34,4.59,0.21,4.38
2018,2,20,1.28,35.88,0.0,99.96,3.34,5.83,2.49,3.34,4.91,6.79,3.81,2.98
2018,2,21,1.22,36.5,0.0,99.55,3.3,4.18,2.41,1.76,5.08,6.33,3.27,3.06
2018,2,22,1.22,33.94,0.0,98.93,3.33,4.98,0.55,4.43,4.88,6.56,0.76,5.8
2018,2,23,1.53,38.25,0.0,99.15,3.73,5.23,2.59,2.64,6.09,9.01,4.19,4.82
2018,2,24,1.28,43.69,0.0,100.44,3.32,6.09,0.85,5.23,4.7,7.53,1.41,6.12
2018,2,25,2.01,61.0,0.0,99.6,2.24,5.52,0.17,5.34,3.02,6.27,0.09,6.19
2018,2,26,2.5,59.19,0.0,99.06,2.48,4.02,0.58,3.44,3.4,5.04,0.83,4.21
2018,2,27,2.08,57.06,0.0,99.48,3.07,4.31,2.1,2.21,4.23,4.95,3.38,1.56
2018,2,28,2.14,51.12,0.0,98.44,4.0,9.19,0.72,8.47,5.91,13.87,1.19,12.68
2018,3,1,1.04,31.19,0.0,99.11,4.14,6.03,2.65,3.38,6.87,11.05,3.42,7.62
2018,3,2,2.01,49.88,0.0,98.15,2.62,5.64,1.09,4.55,3.47,6.5,0.3,6.2
2018,3,3,3.42,69.62,0.0,97.88,2.13,4.07,0.81,3.26,3.42,8.13,1.12,7.02
2018,3,4,1.95,47.25,0.0,99.34,2.75,3.75,1.41,2.34,4.04,5.66,2.05,3.6
2018,3,5,1.59,48.06,0.0,100.11,3.55,7.64,0.09,7.54,4.7,9.55,0.2,9.34
2018,3,6,1.89,62.81,0.0,100.55,3.51,5.96,1.21,4.75,4.62,7.89,2.08,5.82
2018,3,7,2.14,62.12,0.15,99.93,3.41,5.09,1.16,3.94,4.41,8.8,1.71,7.09
2018,3,8,1.4,43.5,0.0,100.36,2.77,4.81,0.71,4.1,4.3,8.49,0.07,8.41
2018,3,9,2.01,53.0,0.0,99.38,3.17,6.55,0.63,5.91,4.35,7.06,0.8,6.27
2018,3,10,2.32,51.94,0.0,99.52,3.69,6.19,1.77,4.41,5.29,7.95,2.61,5.34
2018,3,11,2.62,64.94,0.0,99.55,2.36,3.88,0.94,2.95,3.0,4.31,1.34,2.96
2018,3,12,3.97,75.06,0.0,98.55,2.23,5.48,0.12,5.36,2.7,6.41,0.21,6.2
2018,3,13,4.39,65.81,0.0,98.22,2.34,4.87,0.19,4.67,3.27,6.12,0.91,5.2
2018,3,14,5.49,72.38,0.0,98.28,3.18,7.64,0.6,7.04,4.58,10.92,0.82,10.11
2018,3,15,1.53,31.81,0.0,99.86,6.12,8.77,2.17,6.59,8.34,10.81,3.28,7.53
2018,3,16,1.71,42.12,0.0,100.31,3.67,6.84,0.95,5.9,4.91,7.55,1.31,6.23
2018,3,17,2.69,70.19,3.64,99.77,2.08,3.84,0.47,3.37,2.76,4.58,0.62,3.95
2018,3,18,2.93,64.25,0.05,99.54,2.09,2.97,0.52,2.45,2.79,4.25,0.7,3.55
2018,3,19,2.26,42.25,0.0,99.91,3.97,5.93,2.52,3.41,6.02,8.39,4.02,4.37
2018,3,20,1.65,33.88,0.0,100.18,2.4,4.54,0.43,4.11,3.17,5.06,0.65,4.41
2018,3,21,1.95,37.38,0.01,99.39,2.44,4.96,0.25,4.71,3.19,6.36,0.3,6.05
2018,3,22,2.62,40.5,0.0,98.61,2.06,3.41,0.55,2.86,3.13,4.83,0.91,3.92
2018,3,23,3.17,43.38,0.0,98.77,2.91,3.81,1.53,2.29,4.38,6.69,2.52,4.17
2018,3,24,2.38,31.69,0.0,99.41,3.66,5.16,2.59,2.56,5.66,7.97,3.34,4.62
2018,3,25,2.56,28.62,0.0,99.15,4.26,6.27,2.41,3.85,6.76,9.39,3.15,6.24
2018,3,26,3.78,36.81,0.0,98.62,3.25,4.13,0.85,3.27,4.95,7.32,0.69,6.63
2018,3,27,4.46,39.38,0.0,97.94,3.09,4.64,1.45,3.2,4.63,8.76,1.53,7.23
2018,3,28,3.91,37.25,0.0,98.71,3.38,5.25,0.77,4.49,5.26,9.63,0.98,8.65
2018,3,29,3.36,42.38,0.0,99.79,3.96,5.5,1.0,4.5,5.49,8.98,1.32,7.67
2018,3,30,3.23,41.69,0.0,99.47,3.07,6.55,0.27,6.29,3.98,7.46,0.34,7.12
2018,3,31,4.58,47.56,0.0,98.68,2.37,5.19,0.17,5.02,3.46,7.1,0.44,6.67
2018,4,1,3.66,36.06,0.0,98.34,4.17,8.18,1.33,6.85,6.12,9.52,1.62,7.9
2018,4,2,5.43,48.62,0.0,98.09,2.52,5.59,0.59,4.99,3.67,8.17,0.86,7.31
2018,4,3,2.75,46.31,2.98,99.82,5.41,9.04,0.2,8.84,7.09,9.8,0.31,9.48
2018,4,4,2.5,60.75,10.19,100.03,2.91,5.32,0.84,4.48,3.66,6.22,0.99,5.22
2018,4,5,2.87,64.69,0.38,99.11,5.21,9.8,3.17,6.63,7.52,14.19,4.17,10.02
2018,4,6,1.83,38.81,0.03,99.41,9.65,11.19,6.77,4.41,13.31,15.67,10.87,4.8
2018,4,7,1.95,39.12,0.0,99.07,4.45,7.02,2.29,4.73,6.71,10.67,3.33,7.34
2018,4,8,2.75,41.88,0.0,98.34,3.16,4.2,1.34,2.86,5.05,6.9,2.2,4.7
2018,4,9,4.03,53.56,0.0,98.05,2.6,4.31,1.02,3.3,3.41,4.69,1.85,2.84
2018,4,10,3.91,44.06,0.0,97.74,6.63,13.74,2.05,11.7,9.66,17.1,3.2,13.91
2018,4,11,3.42,37.88,0.0,98.46,3.75,5.19,2.0,3.19,5.6,8.11,2.98,5.13
2018,4,12,2.99,31.81,0.0,99.21,4.54,7.63,1.04,6.59,6.34,9.42,1.63,7.79
2018,4,13,5.0,67.31,5.38,99.41,4.16,7.95,0.31,7.64,5.22,9.2,0.52,8.69
2018,4,14,2.44,36.5,0.0,99.01,8.02,12.11,1.67,10.44,11.56,14.93,2.57,12.36
2018,4,15,2.26,28.5,0.0,99.1,4.02,6.3,0.31,5.98,6.4,9.96,0.46,9.5
2018,4,16,3.6,39.25,0.0,98.82,4.35,8.62,0.63,7.98,6.28,10.08,0.97,9.11
2018,4,17,5.25,48.94,0.0,98.5,3.34,6.02,1.2,4.82,4.82,7.55,1.5,6.05
2018,4,18,6.53,50.56,0.0,98.15,2.69,6.33,0.4,5.93,3.48,7.32,0.62,6.7
2018,4,19,6.84,46.94,0.0,98.49,5.02,9.08,1.43,7.65,6.98,10.8,2.45,8.36
2018,4,20,7.08,49.62,0.0,98.26,3.83,8.21,0.91,7.3,5.3,9.73,1.47,8.27
2018,4,21,7.63,75.5,24.39,98.64,4.95,8.59,1.57,7.02,6.6,10.23,2.62,7.61
2018,4,22,4.64,53.62,1.37,99.41,4.13,5.82,1.77,4.05,5.72,7.96,2.88,5.08
2018,4,23,5.43,56.62,0.86,99.35,3.91,6.57,1.48,5.09,5.18,7.8,2.41,5.41
2018,4,24,4.03,40.5,0.0,99.33,3.29,5.24,0.86,4.38,4.98,7.74,0.77,6.97
2018,4,25,4.52,39.69,0.0,98.74,4.02,7.0,1.68,5.33,5.77,9.02,2.13,6.88
2018,4,26,5.13,41.81,0.0,98.45,2.88,4.17,1.34,2.84,4.36,7.63,1.98,5.66
2018,4,27,4.27,35.0,0.0,99.11,3.89,5.25,1.08,4.17,5.77,9.2,1.0,8.2
2018,4,28,6.65,47.5,0.0,98.28,2.65,5.38,0.41,4.96,3.88,7.64,1.08,6.56
2018,4,29,7.51,46.19,0.13,97.82,2.61,8.25,0.47,7.79,3.8,10.6,0.59,10.01
2018,4,30,8.42,64.25,0.05,98.64,3.12,4.89,0.77,4.12,4.4,7.15,1.16,5.98
2018,5,1,6.59,58.12,1.58,98.86,3.16,6.94,0.17,6.77,3.97,8.46,0.23,8.23
2018,5,2,3.78,36.62,0.02,98.98,4.09,6.77,2.29,4.49,6.13,9.66,4.25,5.41
2018,5,3,3.11,29.81,0.0,98.93,3.65,6.25,1.03,5.22,5.88,9.2,1.79,7.41
2018,5,4,5.13,37.38,0.0,98.14,2.75,7.19,0.48,6.7,3.57,8.77,0.77,7.99
2018,5,5,5.31,36.44,0.01,98.26,3.91,7.02,0.27,6.76,5.38,9.06,0.36,8.71
2018,5,6,5.31,38.31,0.0,98.26,2.09,3.21,0.75,2.46,3.12,6.7,0.44,6.27
2018,5,7,4.76,35.12,0.0,98.5,3.59,5.05,1.64,3.41,5.2,7.76,2.58,5.18
2018,5,8,4.39,34.06,0.0,99.11,3.09,5.59,0.51,5.08,4.0,6.39,0.73,5.66
2018,5,9,5.0,35.0,0.0,99.28,3.55,6.85,0.73,6.12,4.86,7.97,1.0,6.97
2018,5,10,6.29,41.0,0.46,98.91,2.6,4.98,0.62,4.36,3.66,6.77,0.72,6.05
2018,5,11,7.45,53.5,0.59,98.53,2.85,5.03,0.45,4.58,3.79,5.69,0.73,4.95
2018,5,12,8.12,56.75,1.77,98.05,3.23,7.05,0.63,6.43,3.99,7.73,0.43,7.3
2018,5,13,7.08,47.81,0.01,97.77,3.61,7.14,0.55,6.59,5.05,9.04,0.95,8.09
2018,5,14,9.46,50.75,0.0,97.41,3.22,6.48,0.82,5.66,4.45,7.61,0.95,6.66
2018,5,15,12.27,64.44,1.4,97.36,1.91,2.73,1.17,1.56,2.7,3.88,1.72,2.16
2018,5,16,13.73,68.38,0.49,97.29,2.22,3.74,0.8,2.95,2.74,4.35,1.02,3.33
2018,5,17,10.5,64.62,8.25,97.9,2.43,4.27,0.32,3.95,3.2,4.95,0.51,4.45
2018,5,18,8.61,53.62,0.05,98.44,2.51,3.26,1.76,1.51,3.64,5.62,2.06,3.55
2018,5,19,6.84,48.0,1.9,98.8,3.16,6.1,0.25,5.85,3.79,6.84,0.35,6.48
2018,5,20,9.09,73.94,1.36,99.02,2.91,3.91,1.7,2.2,3.78,4.87,2.52,2.34
2018,5,21,9.09,78.19,4.51,98.91,3.04,4.78,1.64,3.14,3.77,5.41,2.27,3.15
2018,5,22,4.33,39.0,1.17,98.5,5.1,10.23,0.7,9.54,7.27,13.16,1.17,11.99
2018,5,23,3.54,26.06,0.0,97.77,4.59,8.7,1.43,7.27,6.76,10.76,2.03,8.73
2018,5,24,5.25,30.25,0.0,97.52,4.83,7.27,2.19,5.08,7.16,9.12,2.88,6.23
2018,5,25,8.06,42.62,0.0,97.63,3.15,6.44,0.53,5.91,4.4,8.08,0.3,7.78
2018,5,26,8.3,46.75,0.0,98.09,3.37,9.92,1.04,8.89,4.83,13.13,1.26,11.88
2018,5,27,4.52,27.69,0.0,97.98,3.91,6.32,1.36,4.96,5.99,7.96,1.96,6.0
2018,5,28,3.42,22.12,0.0,98.08,5.59,10.43,2.63,7.8,8.04,12.91,4.56,8.35
2018,5,29,4.27,25.5,0.0,98.36,4.39,5.95,2.73,3.22,6.52,7.46,4.76,2.7
2018,5,30,4.52,25.12,0.0,98.54,3.23,4.55,2.1,2.45,5.18,9.21,2.2,7.02
2018,5,31,5.19,26.75,0.0,98.81,2.91,4.82,0.72,4.1,4.2,7.52,0.84,6.68
2018,6,1,5.37,24.94,0.0,98.73,3.93,6.18,1.66,4.52,5.48,7.2,2.2,5.01
2018,6,2,6.35,27.5,0.01,98.33,3.99,7.5,1.12,6.38,5.34,9.38,1.58,7.8
2018,6,3,6.1,30.25,0.54,98.19,2.41,4.86,0.8,4.05,3.61,6.35,1.2,5.15
2018,6,4,3.85,19.38,0.0,97.87,3.99,7.04,1.64,5.41,5.7,10.0,2.4,7.61
2018,6,5,4.09,18.38,0.0,97.44,4.43,8.18,1.72,6.47,6.47,10.88,2.96,7.92
2018,6,6,5.98,26.25,0.12,97.76,3.81,6.33,2.13,4.19,5.39,7.31,3.42,3.89
2018,6,7,8.0,36.12,1.4,98.24,2.09,3.7,0.19,3.52,2.94,5.58,0.16,5.41
2018,6,8,6.35,31.06,0.0,98.34,2.55,4.88,0.35,4.52,4.08,6.77,0.14,6.62
2018,6,9,9.03,60.25,7.18,98.13,1.94,4.18,0.32,3.86,2.73,6.52,0.42,6.09
2018,6,10,9.34,64.12,0.19,97.82,2.55,4.7,1.12,3.57,3.5,5.69,2.18,3.5
2018,6,11,9.95,61.81,0.01,97.52,2.68,5.5,0.6,4.9,3.38,5.98,0.86,5.12
2018,6,12,11.23,64.88,6.9,97.31,2.51,5.34,0.6,4.73,3.16,6.35,1.14,5.22
2018,6,13,12.33,80.0,7.27,97.53,2.62,5.11,0.08,5.03,3.09,5.63,0.21,5.41
2018,6,14,9.64,56.19,0.1,97.75,2.52,5.83,0.84,4.99,3.23,7.31,1.02,6.3
2018,6,15,11.05,62.44,0.25,98.12,3.66,5.81,1.17,4.64,4.55,6.84,2.02,4.83
2018,6,16,12.21,65.25,1.05,98.08,2.86,5.59,1.23,4.36,3.88,6.46,1.25,5.2
2018,6,17,14.4,80.81,4.35,97.95,2.21,3.66,1.4,2.26,3.08,4.3,1.88,2.41
2018,6,18,13.61,64.19,2.32,97.59,2.56,5.11,0.66,4.45,3.4,5.73,1.01,4.72
2018,6,19,10.62,51.62,0.42,97.69,3.14,4.51,1.91,2.59,4.32,6.35,1.98,4.38
2018,6,20,7.45,33.94,0.0,97.79,2.08,4.44,0.41,4.02,3.05,6.21,0.59,5.62
2018,6,21,8.06,35.0,0.0,97.96,3.48,5.21,2.09,3.12,5.15,9.06,3.16,5.91
2018,6,22,11.29,53.44,0.5,97.87,3.27,6.94,0.84,6.11,4.64,8.27,1.38,6.91
2018,6,23,9.89,42.06,0.01,97.54,3.05,6.08,0.38,5.7,4.28,7.12,0.6,6.52
2018,6,24,11.78,47.56,1.54,97.72,2.44,5.15,0.7,4.45,3.48,5.81,1.01,4.8
2018,6,25,11.96,50.5,0.19,97.67,1.3,2.02,0.4,1.62,1.78,3.06,0.48,2.58
2018,6,26,13.06,53.94,0.53,97.43,2.41,4.26,0.47,3.79,3.44,5.2,0.59,4.61
2018,6,27,7.57,29.19,0.0,97.31,5.05,6.77,2.66,4.12,7.41,8.36,5.45,2.91
2018,6,28,7.57,28.88,0.0,97.45,3.88,6.09,1.64,4.45,5.6,8.07,2.53,5.54
2018,6,29,7.02,25.19,1.57,97.24,3.21,7.43,0.62,6.81,4.62,8.96,0.24,8.72
2018,6,30,11.47,48.62,9.09,97.71,2.66,5.59,0.54,5.05,3.99,7.14,0.43,6.71
2018,7,1,12.02,55.69,0.7,98.02,2.88,4.14,1.91,2.23,4.09,5.73,2.37,3.36
2018,7,2,13.98,64.62,3.58,97.81,2.21,3.49,1.17,2.32,3.11,4.77,1.61,3.16
2018,7,3,14.77,69.88,13.1,97.49,1.78,2.93,0.67,2.26,2.37,3.22,1.07,2.16
2018,7,4,13.37,54.0,0.25,97.21,1.81,4.86,0.11,4.76,2.49,6.05,0.16,5.89
2018,7,5,14.65,54.75,1.43,97.52,1.89,2.74,0.5,2.24,2.55,4.77,0.76,4.01
2018,7,6,13.18,53.25,0.03,98.05,2.85,4.83,0.39,4.44,3.91,6.67,0.55,6.12
2018,7,7,14.77,73.5,14.26,98.11,2.36,3.65,1.12,2.52,3.3,4.58,2.08,2.5
2018,7,8,16.11,76.56,7.62,98.01,2.21,4.45,0.49,3.95,2.9,5.8,0.35,5.45
2018,7,9,15.62,79.06,0.25,98.45,2.51,3.94,1.4,2.54,3.55,4.38,2.73,1.65
2018,7,10,13.31,67.88,0.78,98.53,2.41,3.77,1.14,2.62,3.33,5.05,1.34,3.72
2018,7,11,14.1,85.31,21.26,98.26,2.23,3.77,0.73,3.03,3.24,4.5,1.31,3.19
2018,7,12,14.89,76.81,8.86,98.09,1.6,2.97,0.41,2.56,2.11,3.29,0.53,2.76
2018,7,13,17.03,80.25,3.25,97.9,0.98,1.61,0.12,1.48,1.33,2.38,0.32,2.06
2018,7,14,17.58,76.44,0.75,97.83,2.12,4.37,0.37,4.0,2.76,4.75,0.5,4.25
2018,7,15,18.37,73.75,3.9,97.91,2.66,4.64,0.54,4.1,3.66,6.56,0.77,5.79
2018,7,16,21.97,90.62,31.53,97.8,3.22,4.73,2.3,2.43,5.04,6.0,3.32,2.68
2018,7,17,19.29,90.81,45.6,97.81,4.05,5.84,2.08,3.76,5.73,7.66,4.24,3.42
2018,7,18,21.36,88.44,18.79,97.85,2.62,4.34,0.73,3.62,3.92,6.0,1.02,4.98
2018,7,19,21.91,92.12,13.57,97.92,3.49,5.3,1.84,3.47,5.13,8.04,2.91,5.13
2018,7,20,21.3,89.06,0.28,97.68,3.25,4.63,2.05,2.59,5.27,7.47,2.79,4.67
2018,7,21,21.06,81.44,1.02,97.83,3.38,5.8,1.81,3.99,5.34,7.45,2.53,4.92
2018,7,22,20.57,85.38,19.65,98.09,1.27,2.66,0.27,2.39,1.76,3.2,0.39,2.8
2018,7,23,18.49,79.69,8.01,98.06,1.95,3.2,0.15,3.05,2.92,5.98,0.13,5.86
2018,7,24,19.29,84.69,36.91,97.35,4.2,7.4,1.23,6.17,6.3,9.49,2.16,7.34
2018,7,25,17.76,81.0,29.77,97.66,3.66,5.2,1.02,4.17,5.6,8.14,1.76,6.38
2018,7,26,16.36,71.31,0.0,98.05,2.12,3.27,0.7,2.57,3.04,5.4,1.05,4.35
2018,7,27,17.52,81.19,0.0,98.31,2.2,4.82,0.36,4.45,2.67,5.36,0.59,4.77
2018,7,28,18.13,78.5,0.02,98.21,1.69,3.18,0.27,2.91,2.16,3.59,0.34,3.24
2018,7,29,18.07,73.75,0.29,98.08,1.47,2.41,0.68,1.72,1.82,2.56,0.76,1.8
2018,7,30,19.29,76.31,0.06,98.04,1.77,2.42,0.63,1.79,2.51,3.7,0.66,3.03
2018,7,31,18.86,70.88,0.0,98.04,1.8,3.11,0.1,3.0,2.45,3.55,0.16,3.38
2018,8,1,18.37,67.44,0.02,98.09,1.51,2.4,0.62,1.77,2.08,4.1,0.74,3.37
2018,8,2,19.1,69.88,0.01,98.11,1.65,2.76,0.39,2.38,2.19,3.12,0.58,2.55
2018,8,3,18.74,68.38,0.0,98.0,2.08,3.16,1.1,2.05,2.95,4.09,1.43,2.66
2018,8,4,17.7,63.31,0.0,97.91,1.69,2.84,0.29,2.55,2.23,3.46,0.45,3.01
2018,8,5,18.74,72.62,1.51,98.13,2.48,3.93,0.3,3.63,3.66,6.45,0.53,5.92
2018,8,6,18.13,89.06,12.74,98.06,1.67,3.15,0.2,2.96,2.34,3.9,0.34,3.56
2018,8,7,20.32,90.38,4.03,97.89,1.27,2.28,0.67,1.61,1.91,2.71,0.88,1.84
2018,8,8,17.88,86.38,25.38,98.17,2.31,5.04,0.61,4.43,3.23,7.24,0.99,6.25
2018,8,9,17.46,76.75,0.02,98.16,1.68,2.68,0.13,2.55,2.43,3.72,0.07,3.65
2018,8,10,17.58,76.25,0.13,98.12,2.02,3.17,0.91,2.26,2.98,4.28,0.93,3.35
2018,8,11,17.76,81.56,6.3,97.83,2.17,4.34,0.33,4.02,2.92,4.96,0.52,4.44
2018,8,12,20.08,90.38,27.93,97.71,2.95,5.23,0.45,4.78,4.12,6.37,0.69,5.67
2018,8,13,19.17,86.81,11.35,98.0,1.48,2.49,0.97,1.52,2.18,3.98,1.16,2.81
2018,8,14,18.74,90.31,4.73,98.09,2.49,3.7,1.35,2.35,3.78,6.46,2.64,3.82
2018,8,15,15.99,74.19,0.12,98.44,4.47,6.3,3.05,3.25,7.32,8.25,6.16,2.09
2018,8,16,14.95,73.5,0.0,98.84,2.98,4.64,1.4,3.24,4.7,7.88,2.13,5.75
