-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  40.6943   Longitude -73.9249 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.17 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2018,2,15,5.98,98.12,6.89,101.03,4.3,5.26,3.11,2.15,7.02,9.02,5.35,3.67
2018,2,16,5.98,89.62,10.65,100.64,6.34,10.02,3.19,6.84,9.2,12.95,4.27,8.69
2018,2,17,3.23,80.25,12.27,102.4,4.46,6.91,1.54,5.38,5.42,9.03,1.79,7.24
2018,2,18,3.66,81.75,0.54,102.39,5.02,9.41,1.6,7.8,6.45,11.81,1.84,9.97
2018,2,19,4.94,90.5,9.29,102.93,5.19,7.55,3.27,4.29,7.72,10.97,4.53,6.44
2018,2,20,6.84,97.0,1.23,102.57,6.02,6.8,5.1,1.7,9.5,11.12,8.19,2.93
2018,2,21,7.87,96.56,0.93,102.5,6.76,7.76,3.76,4.0,10.42,11.98,6.24,5.73
2018,2,22,4.76,89.56,7.66,103.36,6.81,8.33,5.74,2.58,8.62,9.75,7.02,2.73
2018,2,23,4.52,93.44,9.4,103.08,5.37,6.73,3.27,3.45,6.7,7.82,5.5,2.32
2018,2,24,5.37,89.69,1.63,102.07,3.62,5.7,1.69,4.01,5.41,8.23,2.16,6.06
2018,2,25,5.37,97.12,44.43,101.58,4.23,7.55,0.88,6.68,5.73,9.77,1.27,8.49
2018,2,26,4.76,85.69,0.07,102.02,3.94,5.2,2.41,2.8,5.76,7.9,3.86,4.04
2018,2,27,4.15,79.25,0.0,102.6,4.48,7.04,2.37,4.67,6.13,9.66,3.22,6.44
2018,2,28,5.0,85.44,0.11,101.62,5.98,7.12,4.88,2.25,8.55,9.74,6.34,3.39
2018,3,1,5.74,91.75,11.17,100.72,3.3,7.12,0.52,6.6,5.08,9.34,0.59,8.75
2018,3,2,4.33,91.81,39.31,99.41,14.3,19.05,8.2,10.84,17.16,23.14,9.98,13.16
2018,3,3,4.09,82.31,0.53,101.29,11.64,14.3,8.72,5.59,14.26,17.54,10.65,6.89
2018,3,4,3.72,78.94,0.11,101.77,9.26,10.74,8.1,2.64,11.28,13.14,10.01,3.13
2018,3,5,3.48,80.19,0.28,101.6,8.41,10.16,5.47,4.69,10.17,12.34,7.0,5.34
2018,3,6,3.6,79.38,2.0,101.5,4.15,6.66,1.28,5.38,4.98,7.85,1.23,6.62
2018,3,7,4.15,94.12,40.24,100.38,10.98,13.88,6.55,7.32,12.78,16.22,7.54,8.68
2018,3,8,3.42,82.0,0.05,100.52,7.14,10.02,5.76,4.26,8.76,12.0,7.27,4.74
2018,3,9,3.36,79.75,0.43,100.7,8.09,9.05,5.66,3.38,9.85,11.41,7.06,4.35
2018,3,10,3.3,77.75,0.03,101.35,7.41,8.69,5.48,3.2,9.01,10.54,7.15,3.39
2018,3,11,3.3,76.31,0.0,101.74,4.98,6.3,3.03,3.27,6.26,7.83,4.51,3.33
2018,3,12,3.97,87.06,4.18,101.18,7.12,9.11,5.17,3.94,8.62,10.59,6.51,4.09
2018,3,13,3.78,84.88,8.24,100.27,10.41,12.1,8.38,3.72,12.45,14.25,10.4,3.85
2018,3,14,3.36,79.62,0.82,100.21,9.97,11.92,8.66,3.26,11.9,14.32,10.65,3.67
2018,3,15,3.6,77.38,0.1,100.16,8.29,11.78,5.64,6.14,10.21,14.16,7.34,6.82
2018,3,16,3.11,74.88,0.09,100.77,8.88,11.41,5.88,5.53,10.84,13.48,7.7,5.78
2018,3,17,3.17,72.19,0.0,100.94,6.96,8.52,4.3,4.21,8.8,10.65,5.38,5.27
2018,3,18,2.75,65.94,0.0,101.24,5.36,7.43,1.34,6.09,6.39,8.34,1.52,6.82
2018,3,19,3.23,69.38,0.0,101.3,3.58,6.55,0.51,6.04,4.48,7.3,0.63,6.67
2018,3,20,3.11,74.38,2.13,101.12,7.41,9.01,5.41,3.6,8.96,11.31,6.91,4.41
2018,3,21,3.85,88.94,20.67,100.31,10.23,12.56,8.26,4.3,12.21,15.24,9.69,5.55
2018,3,22,4.09,82.75,0.48,100.86,7.88,9.41,6.36,3.05,10.02,11.07,8.07,2.99
2018,3,23,3.91,79.0,0.01,101.54,5.22,7.02,2.56,4.46,6.82,9.22,3.66,5.56
2018,3,24,3.72,76.06,0.0,101.79,5.56,7.92,3.11,4.81,7.23,9.84,4.84,5.0
2018,3,25,3.66,80.5,0.03,102.75,6.39,8.27,4.55,3.73,7.77,9.8,6.11,3.69
2018,3,26,3.36,73.88,0.0,103.73,5.36,7.52,3.64,3.88,6.41,8.6,4.25,4.35
2018,3,27,3.36,73.88,0.13,102.99,3.38,5.47,1.59,3.88,4.03,6.91,1.71,5.2
2018,3,28,5.13,90.81,0.61,101.69,3.05,4.35,1.95,2.4,4.23,5.66,2.67,3.0
2018,3,29,5.92,95.5,0.56,101.38,3.41,5.59,1.27,4.31,4.62,7.67,1.83,5.84
2018,3,30,6.41,90.69,7.48,100.77,6.25,8.02,4.1,3.93,9.17,11.79,5.73,6.05
2018,3,31,3.97,73.25,0.0,102.18,5.74,8.11,1.26,6.86,7.21,10.3,1.67,8.62
2018,4,1,5.13,82.12,1.37,101.55,6.02,9.03,3.86,5.17,8.57,12.02,6.51,5.51
2018,4,2,3.85,82.19,13.99,101.86,4.83,7.77,0.97,6.79,5.62,9.08,1.15,7.93
2018,4,3,4.82,91.25,3.18,101.66,3.35,5.27,1.25,4.02,4.21,6.26,1.98,4.27
2018,4,4,5.49,84.0,6.25,100.24,8.68,11.97,1.88,10.09,11.73,16.32,2.98,13.34
2018,4,5,3.05,64.69,0.0,101.74,7.69,10.79,3.15,7.65,9.53,13.77,3.95,9.8
2018,4,6,4.94,84.0,1.48,101.17,6.2,11.32,1.06,10.26,8.58,14.81,1.18,13.63
2018,4,7,3.78,70.56,0.63,101.02,5.02,7.57,2.36,5.2,6.49,10.03,3.52,6.51
2018,4,8,2.99,66.88,0.01,101.21,7.47,8.7,6.08,2.62,9.05,10.67,6.91,3.76
2018,4,9,3.11,67.62,0.16,102.12,3.97,6.13,1.92,4.21,4.89,8.09,2.16,5.93
2018,4,10,4.15,80.19,1.04,102.03,3.09,5.24,2.16,3.09,4.16,7.37,2.56,4.8
2018,4,11,3.78,71.81,0.0,102.04,3.54,5.84,1.07,4.76,4.62,8.09,1.25,6.84
2018,4,12,5.74,87.69,0.01,101.52,5.91,10.17,1.99,8.18,8.12,13.56,2.77,10.8
2018,4,13,7.57,88.5,1.07,101.12,7.12,9.3,5.35,3.95,10.59,13.41,8.05,5.36
2018,4,14,7.69,92.56,0.37,101.41,6.2,11.13,1.85,9.27,8.44,12.95,2.73,10.23
2018,4,15,4.76,90.06,15.69,102.2,10.74,11.92,9.54,2.38,12.57,13.99,11.15,2.84
2018,4,16,6.71,93.0,43.58,100.31,10.55,14.97,6.04,8.93,13.73,19.29,8.52,10.77
2018,4,17,4.33,77.94,0.9,100.41,7.12,8.93,5.74,3.19,8.77,10.78,7.74,3.04
2018,4,18,4.39,74.56,0.03,100.83,5.4,8.54,1.09,7.45,6.95,9.86,1.59,8.27
2018,4,19,5.07,84.06,2.58,100.77,5.4,9.35,1.52,7.83,6.92,11.88,2.18,9.69
2018,4,20,3.91,73.38,0.01,102.19,7.22,9.05,5.26,3.79,9.06,10.6,6.77,3.84
2018,4,21,4.52,73.75,0.0,102.73,4.13,5.2,3.09,2.12,5.8,7.98,4.63,3.35
2018,4,22,4.76,72.38,0.0,102.8,3.62,5.15,0.82,4.34,4.89,7.54,1.2,6.34
2018,4,23,5.74,85.75,0.01,103.0,3.27,4.16,1.55,2.61,4.43,6.09,2.02,4.09
2018,4,24,6.29,87.56,0.69,102.57,4.7,6.17,2.92,3.25,6.9,9.35,4.37,4.98
2018,4,25,7.51,96.0,20.29,100.89,4.87,9.47,1.52,7.95,6.88,12.76,2.16,10.6
2018,4,26,7.08,79.0,0.31,100.64,3.83,5.71,0.64,5.07,5.8,8.81,1.11,7.71
2018,4,27,7.2,92.94,11.51,100.8,2.75,6.75,0.23,6.52,3.77,8.33,0.55,7.78
2018,4,28,7.26,91.88,1.12,100.85,3.07,5.59,0.46,5.13,4.11,7.05,0.62,6.42
2018,4,29,5.8,79.38,2.46,101.28,5.7,8.43,3.68,4.75,7.63,11.0,4.91,6.09
2018,4,30,5.25,81.38,0.9,101.56,6.08,8.05,2.36,5.69,7.58,9.45,3.51,5.95
2018,5,1,6.47,74.19,0.0,101.7,4.23,6.44,2.77,3.66,6.39,11.03,3.91,7.11
2018,5,2,8.54,78.25,0.02,101.69,6.19,7.61,4.41,3.21,9.99,12.88,6.34,6.55
2018,5,3,10.5,87.06,0.1,101.43,6.33,8.04,4.93,3.1,10.17,12.49,7.2,5.3
2018,5,4,10.68,90.62,0.9,101.14,5.98,8.12,3.57,4.55,9.22,12.73,4.88,7.85
2018,5,5,7.63,76.5,0.01,101.7,4.57,8.36,2.21,6.16,7.26,13.42,2.95,10.47
2018,5,6,8.12,91.25,2.76,101.35,3.38,4.66,1.42,3.23,5.12,6.59,2.21,4.38
2018,5,7,8.42,87.5,0.09,101.72,2.79,4.18,1.74,2.44,3.93,5.82,2.8,3.02
2018,5,8,7.81,87.19,0.01,102.26,2.87,3.9,0.93,2.97,3.52,4.59,1.08,3.51
2018,5,9,7.57,83.19,0.01,101.96,2.43,3.16,0.77,2.4,2.84,3.88,0.78,3.09
2018,5,10,8.48,91.56,4.11,101.26,4.28,6.9,0.45,6.45,5.48,8.82,0.45,8.38
2018,5,11,8.12,74.38,0.02,101.47,2.88,4.45,0.84,3.62,4.5,7.12,1.44,5.69
2018,5,12,8.54,90.0,11.15,101.76,3.35,5.99,1.5,4.49,4.21,6.78,2.12,4.66
2018,5,13,7.69,91.56,18.77,101.84,4.32,5.37,2.45,2.91,5.02,6.23,3.11,3.12
2018,5,14,8.97,91.38,6.42,101.43,3.01,6.07,0.45,5.62,3.66,7.68,0.4,7.28
2018,5,15,11.47,94.5,3.34,101.09,5.59,8.2,3.5,4.7,8.37,11.27,5.87,5.41
2018,5,16,9.34,93.88,15.58,101.71,4.56,5.97,3.09,2.88,6.06,7.47,3.67,3.8
2018,5,17,9.64,94.12,24.27,101.59,2.47,3.57,0.62,2.95,3.31,5.19,0.7,4.48
2018,5,18,7.87,82.69,0.24,102.38,6.45,9.05,1.44,7.6,8.42,11.43,2.15,9.29
2018,5,19,8.12,94.19,22.49,102.21,6.06,7.95,3.11,4.84,7.72,9.31,4.75,4.56
2018,5,20,11.23,89.81,1.54,101.45,5.66,7.39,3.26,4.12,8.58,10.74,5.23,5.5
2018,5,21,8.79,80.94,0.0,102.04,3.16,4.7,0.59,4.11,4.86,7.12,0.59,6.53
2018,5,22,9.09,91.75,7.63,101.81,2.6,3.51,1.77,1.73,3.7,4.78,2.73,2.05
2018,5,23,10.25,83.5,0.92,101.27,3.45,4.64,1.98,2.66,5.27,7.75,2.96,4.79
2018,5,24,9.22,74.44,0.0,101.83,4.13,7.3,0.88,6.41,6.34,10.45,1.31,9.13
2018,5,25,11.05,84.81,0.02,101.39,5.98,7.66,4.3,3.36,9.25,12.03,6.07,5.96
2018,5,26,13.0,88.19,0.36,100.92,4.49,6.77,3.71,3.06,7.08,10.87,5.23,5.63
2018,5,27,10.44,93.69,16.48,101.46,5.5,7.92,0.9,7.02,6.87,9.26,1.24,8.02
2018,5,28,8.85,90.5,4.89,101.71,3.52,5.36,0.57,4.79,4.23,6.46,0.51,5.95
2018,5,29,11.29,88.81,0.05,101.49,2.73,4.07,1.28,2.8,4.12,6.21,1.45,4.77
2018,5,30,10.5,93.94,0.16,101.82,3.61,4.98,2.02,2.95,4.99,6.74,3.22,3.52
2018,5,31,10.93,95.19,2.05,101.5,4.66,5.71,3.11,2.6,6.61,7.62,5.29,2.34
2018,6,1,12.57,95.06,4.83,100.83,2.85,3.8,1.84,1.97,4.48,6.64,2.55,4.1
2018,6,2,13.49,88.75,3.72,100.67,3.48,7.91,1.77,6.14,5.11,10.45,2.52,7.93
2018,6,3,8.48,84.06,6.47,101.38,8.59,9.44,7.97,1.47,10.34,10.93,9.54,1.39
2018,6,4,9.28,87.0,12.19,100.67,4.46,7.95,0.58,7.38,5.62,9.36,0.98,8.38
2018,6,5,9.95,83.44,0.55,100.45,4.2,7.33,1.74,5.59,6.41,10.92,2.47,8.45
2018,6,6,8.97,82.31,0.09,101.11,3.24,5.33,0.96,4.38,4.23,6.19,1.09,5.09
2018,6,7,9.58,89.38,0.01,101.89,3.77,4.96,2.59,2.38,4.59,5.8,2.98,2.82
2018,6,8,11.23,87.19,0.01,101.95,4.12,6.12,2.39,3.73,5.95,9.12,3.31,5.81
2018,6,9,11.6,83.69,0.06,101.79,2.17,4.73,0.44,4.29,3.3,7.84,0.36,7.48
2018,6,10,10.5,85.5,11.96,101.61,2.73,3.35,1.87,1.48,3.69,4.42,2.49,1.93
2018,6,11,8.61,78.81,5.22,101.76,4.66,5.61,3.42,2.19,5.6,6.41,4.22,2.2
2018,6,12,9.03,78.94,0.04,102.13,4.44,6.98,1.63,5.34,5.41,8.13,1.98,6.16
2018,6,13,12.7,93.5,2.6,101.19,5.54,6.72,4.6,2.12,7.83,9.97,6.04,3.93
2018,6,14,11.47,76.94,0.07,100.79,5.34,6.31,4.51,1.8,8.52,9.24,7.63,1.6
2018,6,15,10.31,77.62,0.03,101.27,3.55,5.92,1.71,4.21,4.95,7.27,2.52,4.76
2018,6,16,10.74,75.38,0.0,101.56,3.1,4.91,1.45,3.46,4.43,7.52,1.98,5.55
2018,6,17,12.08,80.0,0.03,101.7,3.42,5.39,0.52,4.87,4.94,7.76,0.58,7.18
2018,6,18,14.16,88.94,0.37,101.33,6.11,7.58,4.12,3.46,8.59,10.55,6.48,4.07
2018,6,19,13.98,79.69,4.39,100.76,4.0,6.43,2.24,4.19,6.28,9.35,3.51,5.84
2018,6,20,13.49,86.56,1.08,100.92,3.34,4.22,1.84,2.38,4.62,7.15,2.31,4.84
2018,6,21,12.88,80.06,14.22,100.69,2.36,5.85,0.23,5.62,3.18,6.86,0.55,6.31
2018,6,22,12.39,88.75,0.13,101.39,5.2,6.49,0.13,6.36,6.19,7.47,0.38,7.09
2018,6,23,12.94,93.88,5.33,100.94,4.62,7.42,1.65,5.78,5.45,9.1,1.73,7.37
2018,6,24,14.53,90.38,2.47,100.85,3.66,5.05,1.97,3.09,5.7,8.28,2.89,5.39
2018,6,25,11.96,76.62,0.26,101.46,4.45,6.81,1.49,5.32,6.27,9.27,2.38,6.89
2018,6,26,11.96,85.31,0.02,102.19,4.2,5.77,1.59,4.2,5.12,7.63,2.33,5.31
2018,6,27,13.0,88.56,8.39,101.63,6.33,7.86,4.3,3.56,8.06,9.66,5.91,3.76
2018,6,28,15.75,90.5,4.84,100.85,5.53,7.77,2.91,4.87,7.62,10.31,4.93,5.38
2018,6,29,14.28,76.81,0.0,101.3,2.85,3.75,2.27,1.49,4.5,6.66,3.13,3.53
2018,6,30,14.71,77.0,0.0,101.55,3.05,4.52,0.46,4.05,4.73,7.85,0.64,7.2
2018,7,1,15.99,78.81,0.0,101.54,2.82,4.18,0.78,3.4,4.48,7.45,1.09,6.37
2018,7,2,16.91,84.75,0.04,101.65,2.55,3.38,0.45,2.94,3.83,5.55,0.5,5.05
2018,7,3,18.37,92.44,1.56,102.0,3.09,4.7,1.66,3.05,4.01,5.93,1.99,3.94
2018,7,4,18.13,91.44,1.74,102.34,2.23,3.23,0.36,2.88,2.96,4.6,0.46,4.13
2018,7,5,18.19,89.69,0.76,102.26,4.43,6.52,2.21,4.3,5.74,8.58,3.0,5.59
2018,7,6,16.48,85.94,13.68,101.66,5.76,7.05,4.12,2.94,7.72,9.61,5.78,3.83
2018,7,7,9.09,64.56,0.0,102.48,5.15,8.62,2.35,6.27,6.07,10.89,2.67,8.22
2018,7,8,9.95,65.38,0.0,102.54,2.59,3.41,1.3,2.11,2.93,4.3,1.35,2.94
2018,7,9,12.08,73.62,0.0,102.02,4.13,6.7,1.57,5.12,5.17,8.69,2.09,6.59
2018,7,10,13.85,77.06,0.06,101.21,4.03,5.66,1.82,3.85,5.48,7.45,2.21,5.23
2018,7,11,14.83,80.81,1.55,101.25,2.61,3.62,1.7,1.91,3.66,5.25,2.79,2.46
2018,7,12,13.31,79.25,1.07,102.03,2.63,3.55,1.29,2.27,3.05,4.35,1.45,2.9
2018,7,13,12.82,76.19,0.01,102.19,2.94,4.77,0.57,4.2,3.52,6.44,0.59,5.85
2018,7,14,12.94,71.44,0.22,101.79,5.06,6.71,3.92,2.79,6.8,9.44,4.47,4.97
2018,7,15,15.44,86.12,25.6,101.43,3.98,5.37,2.59,2.77,5.48,7.24,3.37,3.88
2018,7,16,16.72,85.88,1.22,101.3,4.27,6.39,2.26,4.12,6.02,9.13,3.1,6.03
2018,7,17,17.4,90.69,11.59,100.91,5.83,7.02,2.97,4.04,7.81,9.09,4.73,4.37
2018,7,18,13.67,76.0,0.45,101.06,4.28,6.75,2.62,4.12,5.84,7.87,3.98,3.89
2018,7,19,10.99,67.5,0.0,101.7,3.52,4.46,2.07,2.4,4.16,5.74,2.07,3.67
2018,7,20,12.02,71.75,0.0,101.93,3.66,5.35,0.66,4.69,4.35,6.27,0.82,5.45
2018,7,21,12.27,76.81,19.24,101.54,7.45,12.09,3.16,8.93,8.79,14.68,3.8,10.88
2018,7,22,16.48,91.75,24.88,101.17,8.8,13.7,5.48,8.22,11.11,17.01,7.13,9.88
2018,7,23,17.15,93.62,9.68,101.84,7.21,8.03,6.7,1.34,9.55,10.59,8.8,1.78
2018,7,24,17.03,91.44,2.8,102.01,6.74,7.42,6.02,1.4,8.87,9.86,7.73,2.13
2018,7,25,17.09,93.44,36.7,101.43,6.57,8.67,4.87,3.81,8.33,10.73,6.12,4.59
2018,7,26,17.03,88.38,2.12,101.03,4.44,8.0,0.49,7.5,5.95,9.91,0.65,9.26
2018,7,27,17.33,90.69,3.57,101.37,4.01,5.38,3.18,2.2,5.2,6.53,3.8,2.73
2018,7,28,16.78,87.12,5.89,101.35,2.52,4.41,0.42,3.98,3.51,6.67,0.51,6.16
2018,7,29,13.61,75.31,0.0,101.68,3.51,5.57,2.31,3.26,4.34,7.19,2.59,4.6
2018,7,30,13.85,80.5,0.57,101.89,2.98,4.66,2.02,2.62,3.55,5.38,2.25,3.12
2018,7,31,14.59,82.44,0.95,101.82,3.29,3.81,2.15,1.67,3.81,5.04,2.39,2.66
2018,8,1,17.94,90.69,4.76,101.6,6.17,8.51,3.38,5.14,8.0,10.94,4.41,6.52
2018,8,2,18.07,89.38,2.74,101.78,5.7,8.37,4.23,4.13,7.76,10.7,5.84,4.86
2018,8,3,17.88,90.12,8.47,101.92,5.34,6.5,4.37,2.13,7.06,8.34,5.8,2.54
2018,8,4,17.58,88.44,21.14,101.69,5.05,7.59,2.75,4.84,6.85,9.11,4.12,4.98
2018,8,5,16.48,80.5,0.07,101.85,2.95,5.24,0.65,4.59,4.09,7.52,0.88,6.64
2018,8,6,16.91,80.94,0.3,101.65,3.9,5.89,2.05,3.84,5.42,8.51,2.18,6.33
2018,8,7,18.31,88.5,5.09,101.34,5.31,6.73,4.12,2.62,6.79,8.55,5.06,3.49
2018,8,8,18.25,86.0,4.68,100.99,3.4,5.83,1.7,4.12,4.47,7.96,1.91,6.05
2018,8,9,17.15,81.12,2.79,100.76,3.6,4.45,2.53,1.91,5.12,6.75,3.49,3.26
2018,8,10,16.3,79.5,0.61,101.03,3.03,4.27,1.29,2.98,4.05,5.84,1.41,4.43
2018,8,11,17.15,87.38,12.97,101.21,3.17,4.14,2.22,1.92,4.03,5.73,2.73,2.99
2018,8,12,16.66,86.81,5.74,101.46,2.81,4.2,0.76,3.44,3.59,5.86,0.86,5.0
2018,8,13,16.97,92.56,22.75,101.3,4.63,6.29,1.87,4.41,5.66,7.27,2.56,4.7
2018,8,14,15.81,84.25,5.13,100.97,4.84,7.04,3.52,3.52,6.03,8.6,4.4,4.2
2018,8,15,16.3,83.12,2.92,101.11,4.95,7.27,3.26,4.01,6.8,8.88,4.6,4.27
2018,8,16,17.33,83.38,0.41,101.57,3.66,4.54,2.7,1.84,5.34,7.47,3.52,3.95
