-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  59.3294   Longitude 18.0686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 26.64 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2018,2,15,3.17,98.25,0.24,101.96,2.41,2.73,2.22,0.51,4.63,5.26,3.68,1.59
2018,2,16,3.17,97.38,1.24,101.38,1.89,2.45,1.55,0.9,3.63,4.4,2.91,1.48
2018,2,17,2.87,93.44,0.25,101.89,1.3,1.86,0.54,1.32,2.41,4.12,0.85,3.26
2018,2,18,2.69,95.25,1.18,101.97,1.34,1.93,0.54,1.39,2.23,4.2,0.73,3.48
2018,2,19,2.5,93.38,0.64,102.2,2.48,3.02,1.93,1.09,4.41,4.95,3.52,1.43
2018,2,20,2.01,90.25,0.46,102.47,1.58,2.04,1.2,0.84,2.72,3.45,1.97,1.48
2018,2,21,1.83,86.44,0.11,102.4,1.27,1.62,0.66,0.96,2.06,2.95,0.82,2.14
2018,2,22,1.95,87.12,0.15,102.51,1.01,1.88,0.31,1.57,1.66,3.72,0.38,3.34
2018,2,23,2.08,94.0,0.51,102.52,2.2,3.19,0.82,2.37,3.73,5.25,1.24,4.0
2018,2,24,1.65,89.56,0.04,103.45,2.36,2.78,1.91,0.88,3.88,4.55,3.28,1.27
2018,2,25,1.71,89.81,0.43,103.55,3.23,3.8,2.59,1.21,5.49,6.5,4.48,2.02
2018,2,26,2.14,94.19,2.59,103.12,3.36,3.59,2.91,0.68,5.71,6.09,4.87,1.21
2018,2,27,1.22,88.56,2.65,103.7,4.61,5.55,3.53,2.02,7.38,8.51,6.02,2.5
2018,2,28,1.34,93.69,1.81,104.09,3.54,4.09,2.7,1.39,5.71,6.54,4.26,2.28
2018,3,1,1.59,94.38,0.21,103.12,2.8,3.39,2.45,0.94,4.74,5.58,4.17,1.4
2018,3,2,1.89,93.19,0.0,101.73,2.86,3.67,2.3,1.38,4.81,5.81,4.2,1.6
2018,3,3,1.83,90.88,0.05,100.97,2.02,2.7,1.51,1.19,3.34,4.15,2.36,1.8
2018,3,4,2.01,89.0,0.12,100.6,1.44,1.74,1.03,0.71,2.43,3.19,1.68,1.51
2018,3,5,2.32,90.5,0.64,100.45,1.69,2.14,1.15,0.99,2.93,4.1,1.8,2.3
2018,3,6,2.81,92.62,1.0,100.02,2.38,2.86,2.06,0.8,4.29,4.84,3.48,1.38
2018,3,7,2.99,94.38,0.32,100.1,2.41,2.68,2.04,0.64,4.0,4.55,3.63,0.92
2018,3,8,3.23,97.69,5.69,99.74,2.38,2.95,1.67,1.27,3.97,4.69,3.23,1.46
2018,3,9,3.72,98.81,4.4,99.67,1.52,1.98,0.98,1.0,3.02,3.84,1.84,2.0
2018,3,10,3.11,98.81,2.36,100.33,1.35,2.1,0.72,1.38,1.95,3.15,1.01,2.14
2018,3,11,2.99,97.06,0.61,100.59,1.44,2.69,0.3,2.38,2.29,4.32,0.38,3.94
2018,3,12,3.91,99.19,5.26,99.44,2.34,3.27,1.01,2.26,4.16,5.9,1.89,4.01
2018,3,13,3.66,98.56,9.36,99.06,3.5,5.34,1.2,4.15,5.79,8.48,2.38,6.1
2018,3,14,2.62,95.12,0.33,100.87,3.09,3.94,2.37,1.57,5.3,6.9,4.38,2.52
2018,3,15,2.08,93.75,0.27,101.9,2.74,3.39,2.28,1.11,4.78,5.57,3.62,1.95
2018,3,16,1.71,91.06,0.12,102.46,3.09,3.9,2.65,1.25,5.28,6.41,4.27,2.14
2018,3,17,1.89,91.25,0.11,102.69,2.55,3.18,1.66,1.52,4.46,5.72,3.16,2.55
2018,3,18,2.26,92.31,0.0,101.78,3.24,3.88,2.48,1.39,4.97,6.26,3.27,3.0
2018,3,19,3.11,95.12,1.35,100.35,3.17,4.16,2.24,1.91,5.36,6.8,4.12,2.69
2018,3,20,2.56,88.94,1.01,101.15,3.5,4.88,0.9,3.98,5.83,7.9,1.09,6.8
2018,3,21,3.17,93.25,0.04,100.9,2.83,3.33,2.07,1.26,5.05,6.06,3.32,2.74
2018,3,22,3.66,92.81,0.22,100.04,2.7,3.41,2.07,1.34,4.83,5.95,3.41,2.53
2018,3,23,3.48,87.81,0.04,100.24,1.69,2.94,0.56,2.38,2.88,5.16,0.8,4.35
2018,3,24,3.91,93.56,0.32,99.78,3.62,4.25,2.84,1.41,5.96,6.83,4.3,2.53
2018,3,25,4.15,90.56,0.13,99.74,2.99,3.52,2.2,1.32,5.38,6.23,4.8,1.43
2018,3,26,2.14,71.12,0.13,101.03,3.34,4.57,1.66,2.92,5.33,7.16,2.83,4.33
2018,3,27,2.08,68.88,0.01,101.54,2.02,2.87,1.2,1.66,3.18,4.19,1.77,2.43
2018,3,28,2.14,70.19,0.0,101.33,1.62,2.39,0.56,1.83,2.63,4.43,0.72,3.71
2018,3,29,2.2,73.38,0.0,101.23,2.26,2.98,1.39,1.59,3.67,5.22,2.12,3.1
2018,3,30,2.44,77.75,0.0,100.93,2.59,3.22,1.75,1.47,4.64,6.68,3.33,3.35
2018,3,31,2.62,79.44,0.0,100.81,1.74,2.45,1.0,1.45,2.9,4.84,1.35,3.48
2018,4,1,3.17,87.19,0.2,100.41,2.77,3.53,1.59,1.94,4.4,5.3,2.61,2.7
2018,4,2,3.11,82.56,0.08,99.75,3.58,5.05,2.19,2.87,5.86,7.85,4.57,3.28
2018,4,3,2.87,75.88,0.01,100.27,1.81,2.82,0.36,2.46,3.43,5.97,0.59,5.38
2018,4,4,4.46,97.5,2.98,99.93,2.86,4.43,1.22,3.21,4.87,6.62,2.63,3.98
2018,4,5,4.58,99.0,3.3,99.62,2.28,2.96,0.49,2.47,4.0,5.86,0.69,5.18
2018,4,6,4.15,91.06,3.3,100.17,4.16,6.0,2.59,3.41,7.04,9.74,5.14,4.59
2018,4,7,3.72,83.12,0.0,101.77,2.73,3.41,1.36,2.05,4.63,5.86,1.82,4.03
2018,4,8,4.39,88.56,0.04,100.93,1.5,2.38,0.41,1.96,2.99,4.55,0.52,4.03
2018,4,9,4.39,92.62,5.36,100.59,2.41,3.98,0.91,3.07,3.73,6.19,1.36,4.82
2018,4,10,3.05,76.12,0.02,102.02,3.25,3.96,2.53,1.44,5.55,6.5,4.19,2.31
2018,4,11,3.17,79.19,0.02,102.54,2.28,3.0,1.38,1.62,3.95,5.61,1.78,3.83
2018,4,12,3.42,77.94,0.02,102.38,2.65,2.98,2.02,0.97,4.74,6.2,2.86,3.34
2018,4,13,3.66,78.06,0.0,102.3,2.8,3.34,2.09,1.26,5.1,6.27,2.82,3.44
2018,4,14,4.64,83.19,0.01,101.78,2.09,2.75,1.3,1.45,3.65,5.7,2.2,3.51
2018,4,15,5.31,87.38,0.21,101.25,1.09,1.91,0.32,1.59,1.71,2.65,0.39,2.27
2018,4,16,5.13,86.44,0.17,101.11,1.06,2.84,0.31,2.52,1.62,4.54,0.39,4.15
2018,4,17,5.92,88.06,0.08,101.39,2.66,3.09,1.8,1.3,4.68,5.84,2.55,3.3
2018,4,18,6.23,88.0,0.11,101.91,2.88,3.6,2.26,1.34,5.2,6.45,3.65,2.8
2018,4,19,6.41,81.75,0.0,102.34,2.38,2.9,1.27,1.63,4.55,6.38,2.48,3.91
2018,4,20,8.24,85.12,0.3,101.11,3.17,3.53,2.9,0.63,5.79,7.37,4.53,2.84
2018,4,21,5.92,77.19,0.08,100.49,3.16,4.39,2.45,1.94,5.73,7.38,4.14,3.23
2018,4,22,4.82,77.62,0.0,101.14,2.38,2.81,1.32,1.49,4.13,5.85,1.93,3.93
2018,4,23,4.82,86.38,1.99,100.48,3.43,5.12,2.42,2.7,5.47,7.91,3.71,4.2
2018,4,24,5.74,87.25,1.69,99.5,3.2,4.3,1.79,2.52,5.52,7.02,3.95,3.07
2018,4,25,5.74,84.38,1.13,99.25,2.6,3.29,1.74,1.55,4.55,5.29,3.3,1.99
2018,4,26,5.62,89.19,1.5,99.68,1.96,2.58,1.65,0.92,3.34,5.0,2.53,2.47
2018,4,27,5.49,88.38,1.75,100.3,2.5,2.95,1.94,1.02,4.42,5.49,3.38,2.1
2018,4,28,5.25,83.94,0.19,100.83,2.16,2.66,1.86,0.8,3.71,5.28,2.78,2.5
2018,4,29,5.43,88.62,3.67,100.99,1.26,1.98,0.76,1.22,2.05,3.43,1.04,2.39
2018,4,30,4.94,80.88,2.08,101.04,2.88,4.79,0.09,4.7,4.37,6.88,0.12,6.76
2018,5,1,5.68,89.75,20.42,100.07,3.03,5.53,0.84,4.7,4.88,8.68,1.13,7.55
2018,5,2,5.86,89.12,0.84,100.72,2.72,3.79,1.97,1.82,4.84,6.1,3.91,2.19
2018,5,3,5.25,89.12,8.35,101.02,2.81,3.98,1.93,2.05,4.7,6.34,3.3,3.05
2018,5,4,5.68,87.56,0.13,101.51,2.62,3.79,1.41,2.38,4.66,6.19,3.0,3.19
2018,5,5,6.53,81.81,0.04,102.04,1.97,2.66,1.26,1.41,3.79,6.38,2.18,4.2
2018,5,6,7.87,85.25,0.1,101.97,2.87,3.62,1.98,1.65,5.38,6.1,4.27,1.82
2018,5,7,7.81,78.81,0.02,101.77,2.67,3.66,1.91,1.73,4.96,6.52,3.09,3.44
2018,5,8,7.39,77.5,0.04,101.7,1.69,2.63,0.23,2.4,2.81,5.38,0.05,5.32
2018,5,9,6.16,75.06,0.03,101.66,2.6,3.48,1.81,1.66,4.38,5.36,2.4,2.96
2018,5,10,6.77,80.31,0.01,101.42,3.05,4.05,2.26,1.8,4.96,6.09,3.16,2.94
2018,5,11,8.12,83.0,0.14,101.58,3.0,3.9,2.29,1.62,4.75,5.9,3.68,2.23
2018,5,12,7.93,79.06,0.04,101.8,2.44,3.05,2.07,0.99,4.3,5.35,3.16,2.2
2018,5,13,7.08,74.75,0.0,101.99,1.96,2.32,1.29,1.03,3.6,5.31,1.7,3.62
2018,5,14,7.2,66.88,0.0,101.95,1.95,2.48,1.39,1.09,3.12,4.46,1.86,2.6
2018,5,15,7.2,62.38,0.0,101.6,1.52,2.27,0.98,1.3,2.5,4.4,1.38,3.02
2018,5,16,7.14,58.69,0.0,101.12,1.38,2.62,0.67,1.95,2.23,5.55,0.88,4.69
2018,5,17,6.1,73.19,0.01,101.26,4.29,4.74,3.59,1.16,6.95,7.51,5.84,1.67
2018,5,18,5.13,65.94,0.0,101.54,3.55,4.52,2.0,2.52,6.08,7.28,4.52,2.76
2018,5,19,5.68,62.5,0.0,101.92,1.66,3.34,0.27,3.07,3.2,6.3,0.73,5.56
2018,5,20,8.06,73.56,0.07,102.18,2.63,3.2,2.06,1.15,4.89,6.44,3.14,3.3
2018,5,21,8.73,76.56,0.0,102.28,2.11,2.81,1.52,1.29,3.99,5.9,2.18,3.72
2018,5,22,6.9,66.12,0.0,101.72,1.85,2.55,1.01,1.55,3.57,6.01,1.36,4.65
2018,5,23,7.39,75.38,0.04,102.07,2.64,3.65,1.66,1.98,4.62,5.59,2.5,3.08
2018,5,24,5.74,61.25,0.0,102.69,1.6,2.63,0.48,2.16,2.93,6.3,0.35,5.95
2018,5,25,6.23,63.81,0.0,102.57,2.05,2.36,1.52,0.84,3.73,5.09,2.22,2.88
2018,5,26,6.9,62.56,0.0,102.5,1.23,2.53,0.31,2.22,1.92,4.73,0.26,4.48
2018,5,27,6.35,67.88,0.0,102.73,2.72,3.3,2.12,1.18,4.77,5.23,3.27,1.97
2018,5,28,6.47,67.25,0.0,102.66,1.98,2.8,0.77,2.02,3.27,4.72,1.05,3.66
2018,5,29,8.18,60.81,0.0,102.09,1.45,2.56,0.62,1.95,2.39,5.67,0.83,4.84
2018,5,30,7.69,67.12,0.0,102.05,2.3,2.9,1.99,0.91,4.08,5.69,3.15,2.53
2018,5,31,6.59,69.75,0.0,102.21,2.48,2.98,1.89,1.09,4.23,5.19,3.09,2.09
2018,6,1,7.32,66.81,0.0,101.58,2.21,2.73,1.86,0.88,3.85,5.77,2.73,3.05
2018,6,2,9.58,66.5,0.02,100.94,1.34,2.12,0.51,1.61,2.37,4.13,0.7,3.45
2018,6,3,9.77,64.38,0.76,100.63,1.72,3.28,0.49,2.79,3.21,6.24,0.74,5.5
2018,6,4,7.08,61.19,0.23,100.3,3.48,4.14,2.23,1.91,6.02,7.14,4.41,2.72
2018,6,5,4.09,56.12,0.01,101.05,4.09,5.09,2.29,2.8,6.75,7.91,4.79,3.13
2018,6,6,4.88,63.62,0.0,101.53,2.52,3.03,1.42,1.61,4.41,5.59,2.53,3.06
2018,6,7,7.57,70.62,0.54,101.21,2.95,3.8,1.78,2.02,5.3,6.91,3.49,3.42
2018,6,8,6.65,65.75,0.0,101.35,1.52,2.92,0.15,2.77,2.75,4.82,0.42,4.4
2018,6,9,8.18,65.19,0.0,101.23,1.84,2.41,1.12,1.3,3.27,5.25,1.9,3.35
2018,6,10,9.4,66.38,0.08,100.58,2.19,3.26,1.14,2.12,3.96,5.82,1.59,4.23
2018,6,11,9.83,74.69,3.82,99.82,2.13,2.84,0.94,1.91,3.8,5.09,1.5,3.59
2018,6,12,7.69,70.56,0.51,100.06,2.7,3.73,1.77,1.95,4.43,5.84,3.49,2.34
2018,6,13,6.65,68.25,4.03,100.61,1.98,2.57,1.24,1.34,3.16,4.41,1.87,2.55
2018,6,14,8.36,72.12,0.07,100.55,3.63,4.74,2.66,2.09,6.05,7.63,4.02,3.61
2018,6,15,7.32,60.94,0.11,100.72,3.48,4.39,2.16,2.23,6.18,7.27,4.95,2.33
2018,6,16,6.84,59.88,0.0,101.31,1.74,2.48,1.38,1.1,3.16,5.45,2.25,3.2
2018,6,17,8.18,69.56,0.93,101.0,2.97,4.47,1.71,2.76,4.93,7.14,2.53,4.6
2018,6,18,7.69,67.25,0.17,100.71,3.63,4.19,2.79,1.4,6.13,7.09,5.29,1.8
2018,6,19,6.9,59.25,0.96,100.16,5.53,6.63,3.51,3.12,9.25,10.96,5.98,4.98
2018,6,20,6.41,63.06,1.71,100.55,3.71,4.91,1.04,3.87,6.03,7.98,1.98,6.0
2018,6,21,8.06,88.81,4.88,99.63,1.36,2.5,0.23,2.27,2.12,3.84,0.3,3.54
2018,6,22,6.77,77.88,6.36,99.47,4.12,6.55,2.52,4.03,6.68,10.16,4.03,6.12
2018,6,23,6.35,67.31,0.08,100.66,1.98,2.8,0.27,2.53,3.16,4.99,0.55,4.45
2018,6,24,6.53,61.06,0.0,101.0,2.18,3.27,0.05,3.22,3.65,5.5,0.08,5.42
2018,6,25,7.08,61.5,0.0,101.2,2.86,3.98,0.86,3.12,4.81,6.46,1.09,5.38
2018,6,26,8.18,69.44,0.0,102.05,1.8,2.54,0.39,2.15,2.8,4.46,0.47,3.99
2018,6,27,8.79,61.75,0.0,102.28,1.73,2.55,0.23,2.32,3.0,4.98,0.53,4.45
2018,6,28,9.09,58.81,6.99,101.57,3.59,5.82,2.48,3.34,6.23,9.5,3.95,5.55
2018,6,29,5.8,58.62,0.06,101.44,4.47,5.69,2.31,3.38,7.46,9.12,4.8,4.3
2018,6,30,5.62,59.31,0.02,101.86,3.62,5.09,2.61,2.48,5.98,8.11,4.45,3.66
2018,7,1,5.62,59.0,0.0,102.06,3.67,4.88,2.67,2.2,6.05,7.91,3.92,3.99
2018,7,2,6.23,61.06,0.08,101.28,3.45,5.22,1.76,3.47,5.84,8.59,3.86,4.73
2018,7,3,7.81,64.5,0.09,100.76,2.89,3.92,1.7,2.22,5.1,6.56,3.59,2.98
2018,7,4,7.51,60.06,0.0,100.61,2.48,3.24,1.3,1.94,4.12,5.98,2.34,3.64
2018,7,5,7.63,60.38,0.0,100.4,1.64,2.24,0.55,1.69,2.8,4.35,0.73,3.62
2018,7,6,8.3,58.94,0.0,100.48,2.54,3.57,1.12,2.45,4.38,5.7,1.55,4.16
2018,7,7,8.06,66.62,3.63,101.18,2.37,3.23,1.39,1.84,4.15,5.12,1.95,3.18
2018,7,8,7.26,56.81,0.0,101.34,2.23,2.95,0.64,2.31,3.91,5.65,1.05,4.59
2018,7,9,7.57,61.06,0.02,101.21,1.97,2.59,1.16,1.43,3.5,4.36,1.89,2.47
2018,7,10,8.67,64.19,0.01,101.7,2.03,3.05,1.14,1.91,3.31,4.6,1.64,2.97
2018,7,11,8.42,63.38,0.0,101.59,1.63,2.51,0.21,2.3,2.39,3.91,0.3,3.61
2018,7,12,9.03,67.44,0.01,101.33,1.84,2.15,1.65,0.5,2.88,4.27,2.0,2.27
2018,7,13,8.91,59.62,0.0,101.13,1.52,2.12,0.52,1.61,2.55,4.78,0.62,4.16
2018,7,14,8.85,55.5,0.03,100.96,1.26,2.1,0.13,1.97,2.09,4.57,0.27,4.3
2018,7,15,10.07,56.94,0.03,101.01,1.14,1.88,0.2,1.69,1.91,4.29,0.16,4.12
2018,7,16,9.58,54.88,0.0,101.19,1.88,2.8,0.62,2.19,3.04,4.4,0.84,3.55
2018,7,17,9.7,54.31,0.0,101.13,2.57,3.43,1.34,2.09,4.63,6.02,1.94,4.08
2018,7,18,9.83,52.75,0.0,101.01,2.73,3.66,1.57,2.09,4.57,5.88,2.58,3.3
2018,7,19,9.95,55.62,0.0,100.93,1.68,2.05,1.34,0.72,2.73,4.58,1.74,2.84
2018,7,20,9.58,53.31,0.15,100.61,1.52,2.2,0.39,1.8,2.37,3.82,0.62,3.2
2018,7,21,11.35,68.25,1.21,100.31,1.66,2.76,0.93,1.83,2.95,5.96,1.47,4.49
2018,7,22,9.64,60.62,0.0,100.43,2.77,3.16,1.72,1.44,4.54,5.61,3.25,2.36
2018,7,23,9.52,58.88,0.0,100.71,2.05,2.98,1.16,1.82,3.23,5.27,1.63,3.63
2018,7,24,11.05,63.06,0.01,100.95,2.28,2.99,1.76,1.23,3.73,4.9,2.25,2.65
2018,7,25,10.86,60.12,0.01,101.19,2.49,3.12,1.9,1.23,4.0,5.01,2.78,2.23
2018,7,26,11.23,58.06,0.0,101.51,1.99,2.4,1.45,0.95,3.38,4.82,2.52,2.3
2018,7,27,11.47,61.0,0.02,101.95,1.98,3.47,0.41,3.06,3.2,5.41,0.52,4.89
2018,7,28,13.79,79.06,5.43,101.43,3.27,4.39,2.21,2.18,5.56,7.34,3.6,3.73
2018,7,29,14.89,86.69,5.05,101.13,2.46,3.1,1.73,1.38,4.2,5.11,3.23,1.88
2018,7,30,14.1,77.62,1.5,101.48,1.98,2.88,1.0,1.88,3.52,4.34,1.71,2.62
2018,7,31,14.1,77.12,2.21,101.66,1.91,2.99,1.06,1.93,3.52,4.79,1.62,3.16
2018,8,1,14.04,71.94,0.9,101.67,2.25,3.01,1.2,1.81,3.95,4.89,2.58,2.31
2018,8,2,13.31,70.06,2.74,101.53,2.23,2.83,1.49,1.34,4.0,5.45,2.45,2.99
2018,8,3,10.44,60.12,0.02,101.26,2.59,3.09,1.67,1.42,4.52,4.99,3.77,1.23
2018,8,4,11.29,72.44,3.6,100.74,2.61,3.26,1.64,1.62,4.36,5.34,2.73,2.59
2018,8,5,9.58,63.88,0.95,100.48,2.09,2.95,1.25,1.7,3.52,5.25,1.88,3.37
2018,8,6,7.26,58.38,0.03,100.71,2.41,3.54,0.84,2.7,3.96,5.59,1.09,4.5
2018,8,7,8.97,63.88,0.03,100.95,2.01,2.73,1.56,1.16,3.5,4.98,2.23,2.77
2018,8,8,11.17,64.0,4.69,100.94,3.51,4.76,2.04,2.73,6.02,8.24,3.38,4.87
2018,8,9,12.57,69.12,0.86,100.95,2.69,3.52,1.87,1.66,4.68,6.13,3.59,2.55
2018,8,10,11.29,65.94,0.14,100.63,4.64,5.95,2.52,3.42,7.66,10.05,3.91,6.15
2018,8,11,7.69,58.25,2.43,100.96,3.6,5.16,1.98,3.19,5.85,8.47,3.66,4.8
2018,8,12,8.91,84.19,12.9,100.16,1.74,2.77,0.34,2.43,2.78,4.43,0.38,4.05
2018,8,13,6.77,61.38,0.24,100.56,2.1,2.83,0.29,2.55,3.24,4.55,0.41,4.13
2018,8,14,7.63,67.81,0.33,100.64,1.61,2.4,0.8,1.59,2.72,4.36,1.1,3.25
2018,8,15,8.3,69.44,0.2,100.79,1.77,2.59,0.33,2.26,3.2,5.06,0.28,4.78
2018,8,16,9.89,72.88,0.03,101.17,3.28,4.3,1.95,2.35,5.62,7.21,2.83,4.38
