-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  39.1467   Longitude 117.2056 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2.03 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2018,2,15,1.95,55.88,0.0,102.42,3.12,5.07,0.89,4.18,4.63,8.98,1.24,7.73
2018,2,16,1.77,52.5,0.0,102.19,4.41,7.74,0.77,6.97,6.26,8.99,0.93,8.06
2018,2,17,2.44,69.0,0.0,102.38,3.52,5.77,1.39,4.38,4.86,7.24,2.11,5.13
2018,2,18,3.11,75.94,0.0,102.38,2.59,4.27,0.19,4.09,3.77,7.52,0.22,7.3
2018,2,19,3.23,86.62,0.0,102.53,3.6,5.1,1.88,3.23,4.7,6.33,2.66,3.66
2018,2,20,2.2,60.69,0.01,102.73,2.93,4.86,0.48,4.38,4.25,6.09,0.69,5.41
2018,2,21,2.14,57.06,0.0,102.39,4.5,6.16,3.09,3.09,6.88,9.54,4.31,5.23
2018,2,22,1.77,43.19,0.0,101.69,2.9,4.77,1.26,3.51,3.87,5.78,1.76,4.02
2018,2,23,2.01,43.19,0.0,101.84,3.63,10.69,0.66,10.03,5.12,13.76,0.84,12.91
2018,2,24,1.59,51.44,0.0,103.3,5.88,9.53,3.1,6.43,7.41,12.1,3.54,8.56
2018,2,25,2.2,63.69,0.0,102.53,3.49,5.05,2.48,2.57,5.18,8.05,2.85,5.2
2018,2,26,3.48,75.31,0.0,101.81,3.35,5.48,0.95,4.54,4.55,8.3,1.28,7.02
2018,2,27,2.81,75.44,0.0,102.19,6.9,10.45,3.38,7.06,8.76,12.25,5.59,6.66
2018,2,28,3.23,73.56,0.0,101.15,4.04,9.71,0.96,8.74,6.02,13.89,1.13,12.77
2018,3,1,1.4,38.81,0.0,102.0,5.23,7.9,1.16,6.73,7.7,11.96,1.69,10.27
2018,3,2,3.36,65.88,0.0,100.95,5.55,8.2,1.93,6.27,7.94,10.34,2.77,7.57
2018,3,3,5.25,89.75,0.0,100.57,4.32,6.8,2.34,4.47,6.55,10.46,2.77,7.69
2018,3,4,2.2,53.25,0.11,102.05,7.41,10.98,2.88,8.09,9.46,13.19,4.28,8.91
2018,3,5,1.77,55.12,0.0,103.01,4.87,7.21,3.4,3.8,6.7,8.45,4.75,3.7
2018,3,6,2.08,61.5,0.0,103.41,5.52,8.23,2.27,5.97,6.87,8.95,3.18,5.77
2018,3,7,3.11,77.75,0.4,102.71,3.01,5.82,0.64,5.18,4.52,8.88,0.86,8.01
2018,3,8,1.65,51.44,0.0,103.26,4.55,8.64,0.34,8.3,6.32,11.04,0.3,10.73
2018,3,9,2.44,59.62,0.0,102.31,4.6,6.27,3.38,2.89,6.81,8.09,4.1,3.98
2018,3,10,2.87,70.06,0.0,102.24,5.34,10.03,0.59,9.44,7.22,11.8,0.81,10.99
2018,3,11,3.36,83.25,0.0,102.27,3.98,4.97,2.63,2.34,5.7,7.59,4.31,3.28
2018,3,12,4.7,82.31,0.0,101.29,2.25,4.59,0.43,4.16,3.11,6.84,0.47,6.38
2018,3,13,6.04,87.5,0.0,100.88,2.66,6.18,0.59,5.59,3.94,8.49,0.76,7.73
2018,3,14,6.65,77.12,0.0,100.77,4.49,6.69,2.65,4.05,5.94,8.37,3.06,5.3
2018,3,15,2.75,54.81,0.01,102.5,8.53,11.76,4.33,7.43,11.12,14.16,7.39,6.77
2018,3,16,1.89,52.38,0.0,103.17,3.37,4.48,2.06,2.41,4.58,6.6,2.21,4.39
2018,3,17,2.81,67.69,1.89,102.57,1.84,3.55,0.86,2.7,2.58,5.45,0.87,4.58
2018,3,18,3.42,73.75,0.01,102.29,1.57,2.59,0.16,2.42,2.04,4.34,0.2,4.15
2018,3,19,2.69,55.12,0.0,102.55,5.86,8.41,2.16,6.26,8.38,10.71,2.98,7.73
2018,3,20,1.77,38.81,0.0,102.87,5.41,8.89,1.09,7.8,7.32,10.48,1.56,8.92
2018,3,21,2.2,46.81,0.0,102.21,2.62,4.01,0.93,3.08,3.82,6.7,1.42,5.28
2018,3,22,2.93,49.94,0.0,101.44,3.8,5.71,2.02,3.69,6.06,10.54,2.38,8.16
2018,3,23,4.52,63.31,0.0,101.45,4.22,5.79,2.72,3.07,6.52,10.28,3.33,6.95
2018,3,24,3.72,54.94,0.0,102.11,3.16,4.63,1.76,2.88,4.74,8.49,1.93,6.56
2018,3,25,3.97,45.12,0.0,101.89,4.88,6.43,3.7,2.73,7.73,10.96,4.49,6.47
2018,3,26,5.31,54.62,0.0,101.35,5.6,7.05,3.59,3.45,8.88,11.05,6.58,4.47
2018,3,27,6.16,56.38,0.01,100.59,5.41,7.56,3.23,4.33,8.66,11.8,3.84,7.96
2018,3,28,4.46,53.06,0.0,101.24,6.93,12.63,3.04,9.59,9.88,16.18,5.26,10.92
2018,3,29,3.17,48.12,0.0,102.45,7.01,11.54,4.16,7.38,9.73,14.33,7.28,7.05
2018,3,30,3.85,57.25,0.0,102.21,3.62,4.41,3.02,1.4,5.16,6.87,3.44,3.43
2018,3,31,5.8,64.75,0.0,101.36,2.91,4.92,0.73,4.2,4.36,6.54,0.92,5.62
2018,4,1,5.92,70.94,0.0,101.04,3.72,4.93,2.67,2.26,5.02,7.8,2.76,5.04
2018,4,2,6.9,60.25,0.0,100.65,5.45,10.56,0.73,9.83,7.87,12.86,1.2,11.66
2018,4,3,2.87,44.88,1.58,102.36,8.22,12.8,3.48,9.3,10.4,15.52,5.22,10.3
2018,4,4,2.5,55.56,6.03,102.74,4.89,9.36,1.3,8.07,6.02,10.75,1.47,9.28
2018,4,5,3.42,70.56,0.61,101.97,3.77,8.73,0.62,8.12,4.99,12.34,0.7,11.64
2018,4,6,2.32,47.94,0.0,102.05,8.88,11.43,7.03,4.4,11.38,13.52,10.09,3.43
2018,4,7,2.26,45.56,0.0,101.89,5.75,7.51,2.04,5.46,7.89,9.82,3.14,6.68
2018,4,8,3.54,53.81,0.0,101.03,4.05,5.7,1.62,4.09,6.16,10.21,1.93,8.29
2018,4,9,4.88,54.31,0.0,100.67,3.74,5.52,2.0,3.52,5.66,9.38,2.32,7.05
2018,4,10,5.25,51.25,0.0,100.25,6.59,12.5,3.59,8.91,9.88,16.17,4.27,11.91
2018,4,11,4.21,42.31,0.0,101.17,4.7,7.22,2.55,4.67,7.31,9.23,2.93,6.3
2018,4,12,3.72,44.81,0.0,101.84,6.69,10.25,1.52,8.73,8.64,12.67,2.2,10.48
2018,4,13,5.43,79.38,9.06,102.19,3.61,5.99,0.38,5.61,4.8,7.6,0.49,7.12
2018,4,14,3.66,51.12,0.01,101.59,7.63,10.78,2.84,7.95,10.5,13.75,4.95,8.81
2018,4,15,2.99,38.88,0.0,101.84,3.66,5.8,0.16,5.65,5.71,10.09,0.48,9.62
2018,4,16,4.21,47.12,0.0,101.61,5.09,6.16,3.99,2.17,7.66,9.14,4.8,4.34
2018,4,17,5.62,52.25,0.0,101.26,5.75,8.91,2.98,5.93,8.44,11.27,5.5,5.77
2018,4,18,7.39,56.25,0.0,100.82,5.56,8.43,3.37,5.07,8.35,10.59,5.77,4.82
2018,4,19,7.69,65.62,0.0,101.11,5.98,9.55,2.45,7.1,7.45,11.45,3.8,7.64
2018,4,20,7.26,56.38,0.0,100.9,4.66,7.22,2.6,4.62,6.62,8.88,4.26,4.62
2018,4,21,8.54,74.69,24.25,101.06,7.4,11.27,3.04,8.23,9.88,13.59,3.69,9.9
2018,4,22,6.35,74.69,4.35,101.82,7.04,9.54,2.83,6.7,9.25,11.88,5.53,6.34
2018,4,23,6.77,72.75,0.38,101.91,3.61,5.07,1.11,3.96,4.79,6.86,1.57,5.29
2018,4,24,4.7,48.56,0.0,101.88,3.87,5.34,1.25,4.09,5.88,8.87,1.78,7.09
2018,4,25,5.49,48.56,0.0,101.42,3.62,4.32,2.82,1.5,5.65,8.28,3.23,5.05
2018,4,26,7.32,57.56,0.16,101.07,3.6,6.93,0.5,6.43,5.54,10.52,0.47,10.05
2018,4,27,4.46,42.94,0.0,101.8,4.02,5.49,3.0,2.49,6.09,9.2,2.91,6.28
2018,4,28,7.63,52.19,0.0,100.94,3.92,5.67,2.64,3.03,6.11,10.65,3.68,6.97
2018,4,29,8.91,55.94,0.04,100.37,5.18,8.0,1.85,6.15,7.56,10.5,2.81,7.69
2018,4,30,8.24,71.19,0.88,101.21,6.66,11.42,2.01,9.42,8.16,14.05,2.63,11.42
2018,5,1,7.51,70.62,7.53,101.36,3.33,6.21,1.87,4.34,4.53,7.59,2.83,4.76
2018,5,2,5.92,54.12,0.18,101.56,3.74,5.93,0.4,5.53,5.38,10.24,0.4,9.84
2018,5,3,4.15,39.31,0.0,101.58,4.46,7.1,1.22,5.88,6.63,9.53,1.55,7.98
2018,5,4,6.71,48.81,0.0,100.82,5.55,7.61,3.87,3.74,8.43,9.96,6.08,3.88
2018,5,5,8.0,58.38,0.52,100.76,6.1,10.93,2.35,8.58,8.42,13.28,2.8,10.48
2018,5,6,7.02,54.0,0.0,100.88,2.95,4.55,1.57,2.98,4.3,8.16,1.26,6.91
2018,5,7,5.92,48.81,0.0,101.1,4.67,7.71,1.26,6.45,6.28,9.17,1.83,7.35
2018,5,8,4.88,43.81,0.0,101.72,3.96,5.23,2.75,2.48,5.49,7.38,2.77,4.62
2018,5,9,5.55,44.12,0.0,101.98,2.94,4.77,0.35,4.42,4.02,8.76,0.52,8.24
2018,5,10,7.02,50.0,0.0,101.58,5.31,6.89,2.95,3.95,7.3,9.05,5.23,3.82
2018,5,11,8.06,58.94,0.0,101.1,4.15,6.28,2.09,4.2,5.49,7.62,2.55,5.08
2018,5,12,9.83,71.56,2.05,100.66,3.04,5.59,1.56,4.03,3.82,7.02,1.97,5.05
2018,5,13,9.64,63.38,1.05,100.41,2.98,6.55,0.25,6.3,3.58,7.93,0.3,7.63
2018,5,14,10.01,51.19,0.0,99.95,5.28,7.13,3.52,3.62,8.05,9.23,6.63,2.59
2018,5,15,13.85,70.94,0.74,99.89,5.11,6.48,4.29,2.19,7.09,8.8,5.66,3.15
2018,5,16,14.16,83.38,3.52,99.8,4.5,5.39,2.88,2.51,5.46,6.7,4.13,2.56
2018,5,17,10.19,64.62,0.14,100.34,4.87,7.91,2.34,5.56,6.13,9.85,2.31,7.54
2018,5,18,8.12,52.69,0.0,101.0,3.11,5.05,1.2,3.84,4.02,6.85,1.61,5.24
2018,5,19,6.9,47.56,1.82,101.38,4.09,6.73,1.0,5.73,4.94,7.75,1.3,6.45
2018,5,20,9.22,72.12,0.63,101.63,5.18,6.89,4.34,2.55,6.1,7.96,4.78,3.18
2018,5,21,8.54,72.88,2.94,101.55,4.09,6.36,2.21,4.16,5.23,6.91,3.66,3.26
2018,5,22,6.1,50.94,3.97,101.13,4.38,8.31,1.72,6.59,6.38,10.58,2.94,7.65
2018,5,23,5.68,39.06,0.0,100.53,8.48,12.15,3.53,8.62,11.34,15.62,5.22,10.41
2018,5,24,8.18,48.25,0.0,100.16,5.55,8.09,3.7,4.41,7.87,11.38,4.43,6.95
2018,5,25,10.31,59.56,0.0,100.28,4.3,6.09,3.07,3.02,6.25,9.15,3.36,5.79
2018,5,26,10.8,60.56,0.0,100.64,3.64,6.49,2.01,4.48,5.48,9.59,2.89,6.7
2018,5,27,6.29,32.81,0.0,100.63,4.5,8.91,2.49,6.41,6.53,12.69,2.98,9.7
2018,5,28,5.37,30.06,0.0,100.49,6.36,9.75,2.7,7.05,8.66,12.82,4.27,8.55
2018,5,29,6.71,40.38,0.0,100.9,3.62,5.25,0.63,4.62,5.27,9.52,0.77,8.74
2018,5,30,6.77,37.81,0.0,101.11,2.7,4.22,0.57,3.65,3.88,7.98,0.23,7.75
2018,5,31,7.39,39.56,0.0,101.35,2.64,4.12,1.16,2.96,3.85,7.16,1.29,5.87
2018,6,1,7.63,38.69,0.0,101.32,3.52,4.48,1.63,2.84,4.96,7.91,1.77,6.14
2018,6,2,8.85,42.25,0.0,100.97,4.31,5.56,3.34,2.23,6.29,8.96,3.74,5.22
2018,6,3,10.25,50.44,0.01,100.74,4.1,6.11,1.27,4.83,5.27,8.73,1.13,7.59
2018,6,4,8.42,41.12,0.0,100.54,3.3,6.77,0.52,6.25,4.8,10.72,0.56,10.15
2018,6,5,6.71,27.5,0.0,100.09,7.52,8.74,5.86,2.89,10.46,11.42,8.78,2.65
2018,6,6,9.52,37.75,0.02,100.15,5.58,8.22,0.85,7.37,7.57,10.63,1.39,9.25
2018,6,7,11.72,61.0,10.21,100.85,4.36,7.88,2.16,5.73,5.12,9.55,1.84,7.71
2018,6,8,10.93,61.06,0.02,100.88,2.13,3.95,0.66,3.3,2.98,5.52,0.53,4.99
2018,6,9,11.9,80.75,14.94,100.63,4.49,6.91,0.3,6.61,5.61,8.01,0.32,7.69
2018,6,10,11.35,80.69,11.65,100.33,4.23,5.3,2.55,2.75,5.27,6.23,4.1,2.13
2018,6,11,11.11,70.12,0.01,100.11,2.2,4.17,0.18,3.99,2.88,5.97,0.1,5.87
2018,6,12,12.08,66.25,3.85,99.88,4.15,7.45,1.81,5.64,5.47,9.56,1.91,7.65
2018,6,13,13.18,84.06,3.0,99.94,6.27,9.46,2.91,6.55,7.81,11.9,3.25,8.64
2018,6,14,11.23,70.88,1.76,100.34,3.41,5.85,0.88,4.98,4.6,7.15,0.95,6.2
2018,6,15,11.78,71.69,0.13,100.73,4.4,6.13,2.95,3.18,5.48,7.66,3.36,4.3
2018,6,16,13.61,73.12,7.69,100.66,3.21,4.73,0.77,3.97,4.62,7.01,1.33,5.68
2018,6,17,14.59,77.69,4.69,100.49,3.22,4.97,1.59,3.38,4.87,7.01,2.04,4.97
2018,6,18,13.43,67.44,0.37,100.18,3.88,5.2,3.01,2.19,5.31,6.63,3.81,2.82
2018,6,19,13.79,73.81,5.08,100.23,3.93,6.02,1.59,4.43,5.26,7.21,2.62,4.58
2018,6,20,12.63,60.56,0.0,100.35,2.16,3.88,0.18,3.7,3.34,7.66,0.2,7.45
2018,6,21,12.63,56.44,0.0,100.43,3.35,6.16,0.81,5.36,4.3,7.29,1.07,6.22
2018,6,22,12.94,60.12,0.01,100.42,4.22,7.07,2.08,5.0,6.18,9.18,3.31,5.87
2018,6,23,11.72,48.5,0.0,100.1,4.99,7.29,2.94,4.35,7.31,9.16,5.12,4.04
2018,6,24,11.54,47.81,0.0,100.28,4.9,6.19,3.48,2.7,6.94,9.44,4.91,4.53
2018,6,25,14.77,66.0,1.72,100.2,4.44,5.23,2.03,3.2,6.16,7.91,3.61,4.3
2018,6,26,14.83,64.62,0.57,100.0,2.81,6.01,0.35,5.65,3.95,9.15,0.68,8.47
2018,6,27,11.78,45.94,0.04,99.72,4.64,5.7,2.24,3.46,6.66,8.58,4.3,4.27
2018,6,28,10.86,45.0,0.78,99.9,4.11,5.68,1.89,3.79,5.91,7.93,2.07,5.86
2018,6,29,10.93,43.0,0.0,99.84,5.34,7.5,3.81,3.69,7.55,9.62,4.48,5.13
2018,6,30,12.88,56.0,1.57,100.29,5.48,8.11,3.93,4.18,6.87,9.34,4.7,4.64
2018,7,1,14.95,70.44,0.26,100.52,4.88,5.91,3.25,2.65,5.93,6.77,5.12,1.65
2018,7,2,14.65,66.75,0.01,100.33,3.75,6.69,1.26,5.43,4.53,7.93,1.23,6.7
2018,7,3,14.59,65.5,0.03,99.99,3.83,5.16,2.17,2.98,4.55,6.64,2.79,3.85
2018,7,4,14.95,61.12,0.0,99.75,3.29,5.75,1.59,4.16,4.14,6.91,1.84,5.07
2018,7,5,14.1,55.06,0.56,100.02,3.43,5.98,0.51,5.48,4.23,6.99,0.64,6.35
2018,7,6,15.08,67.81,0.87,100.57,5.05,6.47,2.5,3.97,5.98,7.46,3.25,4.2
2018,7,7,15.81,74.0,18.09,100.63,4.73,6.49,2.83,3.66,5.84,7.91,4.12,3.77
2018,7,8,17.46,84.56,15.28,100.59,3.74,4.59,2.82,1.77,5.3,6.27,4.46,1.81
2018,7,9,15.69,80.44,0.93,100.99,4.62,6.11,3.07,3.04,6.06,7.28,4.23,3.05
2018,7,10,13.85,75.31,0.31,101.05,4.01,4.79,1.83,2.97,4.99,6.28,3.14,3.14
2018,7,11,15.44,84.44,5.41,100.77,3.73,5.22,1.7,3.52,4.91,5.84,2.76,3.09
2018,7,12,18.13,81.38,1.67,100.54,2.71,4.47,0.46,4.01,3.82,6.85,0.52,6.34
2018,7,13,20.14,85.81,9.43,100.33,2.35,3.81,1.12,2.7,3.33,4.78,1.95,2.84
2018,7,14,19.17,86.31,12.34,100.34,1.73,2.95,0.47,2.48,2.3,4.4,0.46,3.94
2018,7,15,20.32,81.56,4.08,100.4,2.5,3.68,0.52,3.16,3.75,6.84,0.4,6.44
2018,7,16,21.12,76.38,2.12,100.33,4.55,5.83,2.12,3.71,6.48,7.38,4.05,3.32
2018,7,17,20.45,85.62,19.68,100.34,4.27,5.2,1.3,3.89,5.77,7.58,1.56,6.02
2018,7,18,20.69,81.81,3.74,100.4,3.68,5.67,2.19,3.48,5.51,8.92,3.94,4.98
2018,7,19,20.32,79.38,0.45,100.45,4.73,5.67,3.28,2.39,6.38,8.02,4.01,4.02
2018,7,20,20.02,72.62,0.01,100.23,5.3,6.98,3.18,3.81,7.39,8.94,5.75,3.19
2018,7,21,19.29,70.19,0.01,100.39,5.18,6.24,4.0,2.24,6.81,8.97,4.71,4.26
2018,7,22,17.88,68.25,0.01,100.55,4.34,5.47,3.46,2.01,5.88,7.19,4.0,3.19
2018,7,23,17.76,72.19,4.21,100.44,5.8,8.95,2.56,6.38,7.45,10.97,4.3,6.66
2018,7,24,20.51,84.69,123.44,99.69,5.97,8.72,2.18,6.54,7.98,11.32,2.62,8.7
2018,7,25,21.24,78.62,4.39,99.98,2.57,4.7,1.31,3.38,3.7,7.61,1.57,6.03
2018,7,26,19.53,76.75,0.05,100.41,2.54,3.63,1.44,2.2,3.52,5.11,1.75,3.35
2018,7,27,18.43,79.06,0.02,100.73,3.71,4.98,2.03,2.95,5.01,5.92,3.22,2.7
2018,7,28,17.4,74.88,0.52,100.64,3.48,4.68,2.01,2.68,4.73,5.48,3.1,2.38
2018,7,29,19.41,79.25,6.21,100.51,2.59,3.09,2.16,0.94,3.66,4.78,2.77,2.02
2018,7,30,18.13,72.12,0.1,100.48,2.59,3.43,1.16,2.27,3.43,4.39,1.55,2.83
2018,7,31,18.68,69.5,0.0,100.5,2.08,3.19,0.77,2.41,2.94,5.83,0.79,5.03
2018,8,1,18.19,65.56,0.05,100.52,1.88,3.59,0.07,3.52,2.71,5.58,0.14,5.44
2018,8,2,16.97,62.25,0.65,100.54,2.42,3.12,1.55,1.57,3.37,5.73,1.95,3.78
2018,8,3,16.85,60.25,0.0,100.49,2.24,3.23,0.36,2.88,3.18,5.98,0.38,5.6
2018,8,4,18.74,67.38,0.0,100.39,3.23,4.54,2.3,2.24,4.36,5.99,2.55,3.44
2018,8,5,19.78,72.5,0.93,100.56,5.16,7.14,2.57,4.57,6.56,8.61,4.66,3.95
2018,8,6,21.3,82.62,30.6,100.44,3.4,4.84,1.88,2.96,4.73,6.93,2.28,4.65
2018,8,7,22.16,87.69,23.94,100.37,2.08,3.1,0.05,3.05,3.21,5.22,0.12,5.1
2018,8,8,18.98,89.0,45.59,100.55,4.73,8.92,2.16,6.76,6.38,11.05,3.34,7.72
2018,8,9,17.03,71.44,1.08,100.63,1.51,2.11,0.41,1.7,1.99,2.94,0.33,2.62
2018,8,10,17.27,72.38,0.0,100.6,1.95,3.52,0.47,3.06,2.64,4.46,0.45,4.02
2018,8,11,19.41,78.69,3.32,100.3,2.95,3.7,2.21,1.49,4.46,6.07,3.48,2.59
2018,8,12,19.59,78.88,2.26,100.24,3.05,4.66,2.4,2.26,4.59,7.38,2.85,4.53
2018,8,13,20.51,80.62,4.72,100.44,3.55,4.82,1.8,3.02,5.11,6.89,2.12,4.77
2018,8,14,20.2,90.81,54.48,100.4,5.85,10.3,3.8,6.5,7.68,13.45,6.06,7.38
2018,8,15,18.31,84.19,8.68,100.63,10.11,12.88,7.1,5.77,13.06,16.24,9.88,6.36
2018,8,16,14.71,71.06,0.04,101.21,6.3,8.86,2.89,5.97,8.41,11.29,4.54,6.75
